transaction_id,customer_id,amount,flagged_transaction
1248,28,294,fraud
1249,714,248,not_fraud
1250,39,686,not_fraud
1251,953,608,not_fraud
1252,273,662,not_fraud
1253,231,681,fraud
1254,86,567,fraud
1255,474,381,fraud
1256,126,504,fraud
1257,812,633,not_fraud
1258,537,928,fraud
1259,145,54,fraud
1260,525,410,fraud
1261,212,256,not_fraud
1262,25,625,not_fraud
1263,580,606,not_fraud
1264,394,459,fraud
1265,67,494,not_fraud
1266,233,655,fraud
1267,109,629,fraud
1268,146,27,fraud
1269,111,615,not_fraud
1270,228,671,not_fraud
1271,111,767,fraud
1272,470,298,fraud
1273,34,423,not_fraud
1274,623,730,not_fraud
1275,776,647,not_fraud
1276,936,244,fraud
1277,369,425,fraud
1278,748,947,fraud
1279,595,508,not_fraud
1280,554,983,not_fraud
1281,425,643,not_fraud
1282,613,659,fraud
1283,518,124,fraud
1284,692,941,not_fraud
1285,282,683,fraud
1286,320,722,not_fraud
1287,738,243,fraud
1288,443,549,not_fraud
1289,952,20,fraud
1290,315,215,fraud
1291,877,688,not_fraud
1292,966,256,not_fraud
1293,741,568,not_fraud
1294,377,767,not_fraud
1295,289,136,not_fraud
1296,437,156,fraud
1297,662,127,not_fraud
1298,277,920,not_fraud
1299,710,391,not_fraud
1300,582,421,fraud
1301,503,673,not_fraud
1302,624,593,not_fraud
1303,516,372,not_fraud
1304,350,518,fraud
1305,843,146,fraud
1306,446,184,not_fraud
1307,830,298,fraud
1308,350,967,not_fraud
1309,607,490,fraud
1310,664,28,not_fraud
1311,823,204,fraud
1312,137,339,not_fraud
1313,759,945,not_fraud
1314,899,184,fraud
1315,243,458,not_fraud
1316,543,934,not_fraud
1317,40,955,not_fraud
1318,229,363,not_fraud
1319,548,508,fraud
1320,920,150,not_fraud
1321,223,767,fraud
1322,6,906,fraud
1323,322,939,fraud
1324,468,102,fraud
1325,732,953,not_fraud
1326,75,248,not_fraud
1327,4,214,fraud
1328,847,569,not_fraud
1329,646,442,fraud
1330,118,254,not_fraud
1331,881,841,not_fraud
1332,606,326,not_fraud
1333,504,934,fraud
1334,998,304,fraud
1335,947,649,not_fraud
1336,574,865,fraud
1337,441,291,fraud
1338,194,26,not_fraud
1339,847,80,fraud
1340,715,278,not_fraud
1341,392,334,not_fraud
1342,26,803,not_fraud
1343,435,314,fraud
1344,173,460,not_fraud
1345,300,16,not_fraud
1346,645,323,fraud
1347,326,826,fraud
1348,410,112,fraud
1349,118,830,fraud
1350,836,202,not_fraud
1351,787,762,fraud
1352,724,583,fraud
1353,225,538,fraud
1354,532,180,fraud
1355,113,546,not_fraud
1356,140,260,fraud
1357,559,774,not_fraud
1358,1,396,fraud
1359,90,216,not_fraud
1360,654,550,not_fraud
1361,320,638,fraud
1362,550,425,not_fraud
1363,805,803,fraud
1364,894,389,not_fraud
1365,139,153,not_fraud
1366,511,34,not_fraud
1367,868,831,fraud
1368,845,677,not_fraud
1369,259,82,fraud
1370,673,641,not_fraud
1371,902,833,not_fraud
1372,690,842,not_fraud
1373,10,102,not_fraud
1374,261,514,not_fraud
1375,919,607,not_fraud
1376,650,345,fraud
1377,172,434,fraud
1378,898,508,fraud
1379,13,373,not_fraud
1380,168,956,fraud
1381,642,639,not_fraud
1382,596,754,fraud
1383,321,208,fraud
1384,319,727,not_fraud
1385,613,422,not_fraud
1386,329,348,fraud
1387,785,668,fraud
1388,777,971,fraud
1389,971,946,fraud
1390,911,438,not_fraud
1391,920,792,fraud
1392,550,908,not_fraud
1393,419,148,not_fraud
1394,606,702,fraud
1395,95,951,not_fraud
1396,817,551,fraud
1397,581,66,not_fraud
1398,318,241,not_fraud
1399,956,667,fraud
1400,236,444,not_fraud
1401,946,393,not_fraud
1402,334,569,fraud
1403,885,203,not_fraud
1404,376,745,not_fraud
1405,459,657,fraud
1406,137,543,fraud
1407,930,527,not_fraud
1408,588,725,not_fraud
1409,995,760,not_fraud
1410,547,194,fraud
1411,513,881,not_fraud
1412,296,301,not_fraud
1413,320,344,not_fraud
1414,918,741,not_fraud
1415,572,125,not_fraud
1416,832,834,not_fraud
1417,349,58,fraud
1418,840,694,fraud
1419,779,91,not_fraud
1420,873,843,not_fraud
1421,229,342,fraud
1422,270,566,fraud
1423,828,344,fraud
1424,798,541,not_fraud
1425,291,969,not_fraud
1426,725,230,not_fraud
1427,165,644,not_fraud
1428,5,755,fraud
1429,851,742,fraud
1430,379,332,fraud
1431,78,860,fraud
1432,410,12,not_fraud
1433,574,703,not_fraud
1434,132,215,fraud
1435,601,841,fraud
1436,749,49,fraud
1437,42,68,fraud
1438,89,960,fraud
1439,402,583,not_fraud
1440,296,653,not_fraud
1441,840,516,fraud
1442,295,581,fraud
1443,616,893,fraud
1444,526,852,not_fraud
1445,800,131,not_fraud
1446,691,488,not_fraud
1447,637,628,fraud
1448,422,105,not_fraud
1449,865,868,fraud
1450,23,423,not_fraud
1451,575,244,not_fraud
1452,143,907,not_fraud
1453,993,71,fraud
1454,665,265,fraud
1455,145,570,not_fraud
1456,225,914,fraud
1457,503,357,fraud
1458,962,680,fraud
1459,974,133,fraud
1460,821,491,fraud
1461,616,326,fraud
1462,104,513,fraud
1463,947,728,not_fraud
1464,39,57,fraud
1465,947,418,fraud
1466,198,941,not_fraud
1467,646,145,not_fraud
1468,579,210,not_fraud
1469,391,259,not_fraud
1470,179,323,fraud
1471,968,878,not_fraud
1472,554,377,not_fraud
1473,448,438,fraud
1474,500,839,fraud
1475,15,816,fraud
1476,623,489,not_fraud
1477,669,323,fraud
1478,289,509,not_fraud
1479,478,730,fraud
1480,231,364,fraud
1481,923,494,not_fraud
1482,420,220,fraud
1483,157,713,fraud
1484,550,53,fraud
1485,441,550,fraud
1486,97,580,fraud
1487,997,592,not_fraud
1488,411,101,not_fraud
1489,951,274,fraud
1490,289,904,not_fraud
1491,254,229,not_fraud
1492,196,911,not_fraud
1493,598,934,fraud
1494,834,451,fraud
1495,522,410,fraud
1496,517,409,not_fraud
1497,635,736,not_fraud
1498,842,908,fraud
1499,865,798,fraud
1500,118,585,not_fraud
1501,806,867,not_fraud
1502,909,813,fraud
1503,159,499,not_fraud
1504,815,494,not_fraud
1505,228,766,not_fraud
1506,877,479,not_fraud
1507,216,583,not_fraud
1508,948,947,not_fraud
1509,696,853,not_fraud
1510,15,691,fraud
1511,157,454,fraud
1512,648,278,not_fraud
1513,261,276,not_fraud
1514,157,63,not_fraud
1515,47,537,fraud
1516,324,529,fraud
1517,844,625,not_fraud
1518,685,68,fraud
1519,130,834,not_fraud
1520,411,49,not_fraud
1521,95,246,not_fraud
1522,627,964,not_fraud
1523,755,395,not_fraud
1524,932,615,not_fraud
1525,292,743,not_fraud
1526,794,725,fraud
1527,811,659,not_fraud
1528,283,309,fraud
1529,69,404,not_fraud
1530,660,216,not_fraud
1531,11,345,fraud
1532,254,602,fraud
1533,842,739,not_fraud
1534,872,523,fraud
1535,550,187,not_fraud
1536,134,405,not_fraud
1537,712,380,fraud
1538,23,867,fraud
1539,815,800,fraud
1540,346,667,fraud
1541,302,327,not_fraud
1542,363,745,fraud
1543,396,378,fraud
1544,218,393,fraud
1545,141,71,fraud
1546,616,815,fraud
1547,958,514,not_fraud
1548,210,248,not_fraud
1549,985,204,fraud
1550,993,687,fraud
1551,623,972,not_fraud
1552,616,231,fraud
1553,828,70,not_fraud
1554,683,138,not_fraud
1555,460,999,fraud
1556,356,694,not_fraud
1557,324,165,fraud
1558,133,926,fraud
1559,888,387,not_fraud
1560,805,631,not_fraud
1561,840,790,fraud
1562,127,932,not_fraud
1563,106,877,fraud
1564,604,912,not_fraud
1565,799,799,not_fraud
1566,378,595,fraud
1567,905,446,fraud
1568,51,984,fraud
1569,29,216,not_fraud
1570,462,397,fraud
1571,296,489,fraud
1572,297,800,not_fraud
1573,726,896,not_fraud
1574,779,847,fraud
1575,407,993,fraud
1576,769,349,fraud
1577,814,878,fraud
1578,613,349,not_fraud
1579,405,213,not_fraud
1580,346,170,fraud
1581,622,549,fraud
1582,420,401,fraud
1583,182,778,not_fraud
1584,983,686,fraud
1585,825,584,fraud
1586,1,543,not_fraud
1587,831,79,not_fraud
1588,950,902,fraud
1589,567,414,fraud
1590,371,617,not_fraud
1591,936,684,fraud
1592,911,600,fraud
1593,661,526,not_fraud
1594,431,837,not_fraud
1595,969,129,not_fraud
1596,309,823,fraud
1597,137,699,not_fraud
1598,202,697,not_fraud
1599,436,911,fraud
1600,313,226,fraud
1601,117,65,not_fraud
1602,666,375,not_fraud
1603,937,708,fraud
1604,803,513,fraud
1605,575,753,not_fraud
1606,244,776,not_fraud
1607,537,934,fraud
1608,602,464,not_fraud
1609,75,113,fraud
1610,806,86,not_fraud
1611,386,239,fraud
1612,903,923,fraud
1613,210,267,not_fraud
1614,475,273,not_fraud
1615,418,340,fraud
1616,347,191,not_fraud
1617,529,902,not_fraud
1618,640,777,not_fraud
1619,939,559,fraud
1620,955,697,not_fraud
1621,876,36,not_fraud
1622,763,285,fraud
1623,179,661,not_fraud
1624,182,308,not_fraud
1625,664,966,fraud
1626,25,808,fraud
1627,967,100,not_fraud
1628,180,489,not_fraud
1629,710,582,fraud
1630,501,467,fraud
1631,856,460,not_fraud
1632,161,374,not_fraud
1633,177,868,not_fraud
1634,285,684,fraud
1635,63,360,not_fraud
1636,662,664,fraud
1637,666,409,fraud
1638,156,262,fraud
1639,882,790,not_fraud
1640,469,890,not_fraud
1641,49,812,not_fraud
1642,967,468,fraud
1643,849,708,not_fraud
1644,84,926,fraud
1645,361,508,fraud
1646,689,959,fraud
1647,148,980,fraud
1648,630,935,fraud
1649,342,517,fraud
1650,476,313,not_fraud
1651,63,510,fraud
1652,701,812,not_fraud
1653,360,607,fraud
1654,561,175,not_fraud
1655,327,424,not_fraud
1656,769,471,not_fraud
1657,736,929,not_fraud
1658,141,123,fraud
1659,990,442,fraud
1660,215,365,fraud
1661,435,937,fraud
1662,891,704,not_fraud
1663,952,216,not_fraud
1664,723,777,not_fraud
1665,318,244,fraud
1666,32,451,not_fraud
1667,670,364,fraud
1668,285,524,not_fraud
1669,305,217,not_fraud
1670,429,718,not_fraud
1671,477,862,not_fraud
1672,286,134,not_fraud
1673,144,147,fraud
1674,424,348,not_fraud
1675,19,546,fraud
1676,18,77,fraud
1677,769,582,fraud
1678,590,550,fraud
1679,371,392,fraud
1680,175,28,fraud
1681,194,692,fraud
1682,502,459,fraud
1683,988,83,not_fraud
1684,113,582,not_fraud
1685,114,948,fraud
1686,222,674,fraud
1687,678,285,fraud
1688,947,57,not_fraud
1689,831,220,not_fraud
1690,644,864,fraud
1691,897,929,fraud
1692,264,660,not_fraud
1693,925,631,not_fraud
1694,55,704,fraud
1695,871,549,fraud
1696,643,718,fraud
1697,800,200,fraud
1698,778,324,not_fraud
1699,458,910,not_fraud
1700,979,572,fraud
1701,878,670,fraud
1702,162,789,fraud
1703,380,571,not_fraud
1704,993,909,fraud
1705,87,767,fraud
1706,55,122,fraud
1707,476,179,not_fraud
1708,800,477,fraud
1709,178,687,not_fraud
1710,391,930,fraud
1711,349,23,fraud
1712,8,724,fraud
1713,833,297,not_fraud
1714,313,916,fraud
1715,759,198,fraud
1716,835,923,not_fraud
1717,984,164,not_fraud
1718,983,576,not_fraud
1719,443,703,fraud
1720,767,731,not_fraud
1721,328,897,fraud
1722,54,480,not_fraud
1723,761,84,not_fraud
1724,239,286,not_fraud
1725,229,949,fraud
1726,579,654,fraud
1727,51,352,fraud
1728,609,434,fraud
1729,604,580,fraud
1730,264,520,fraud
1731,418,866,fraud
1732,803,191,fraud
1733,96,467,fraud
1734,88,927,not_fraud
1735,78,860,not_fraud
1736,288,842,fraud
1737,120,73,fraud
1738,814,848,fraud
1739,491,269,fraud
1740,912,202,not_fraud
1741,452,664,not_fraud
1742,500,625,fraud
1743,165,981,not_fraud
1744,182,415,not_fraud
1745,469,735,fraud
1746,910,763,fraud
1747,735,952,fraud
1748,823,730,fraud
1749,944,102,not_fraud
1750,978,439,fraud
1751,7,663,not_fraud
1752,330,443,fraud
1753,775,413,not_fraud
1754,673,443,fraud
1755,151,121,fraud
1756,85,938,not_fraud
1757,147,384,not_fraud
1758,624,68,not_fraud
1759,381,52,fraud
1760,915,216,not_fraud
1761,548,789,not_fraud
1762,285,305,not_fraud
1763,700,127,not_fraud
1764,82,541,not_fraud
1765,514,231,not_fraud
1766,897,175,not_fraud
1767,815,652,not_fraud
1768,709,165,not_fraud
1769,916,193,fraud
1770,523,99,fraud
1771,746,103,not_fraud
1772,386,22,fraud
1773,707,982,fraud
1774,471,843,not_fraud
1775,119,814,not_fraud
1776,396,954,not_fraud
1777,532,751,not_fraud
1778,261,843,not_fraud
1779,805,813,not_fraud
1780,934,447,fraud
1781,256,547,not_fraud
1782,734,596,fraud
1783,905,977,not_fraud
1784,226,885,not_fraud
1785,53,945,fraud
1786,940,820,not_fraud
1787,867,159,not_fraud
1788,500,669,fraud
1789,506,17,not_fraud
1790,854,38,fraud
1791,364,305,not_fraud
1792,280,995,not_fraud
1793,593,935,fraud
1794,714,730,not_fraud
1795,158,649,fraud
1796,632,349,fraud
1797,59,637,fraud
1798,727,448,not_fraud
1799,128,153,not_fraud
1800,736,951,fraud
1801,721,839,not_fraud
1802,882,756,not_fraud
1803,115,528,not_fraud
1804,209,985,fraud
1805,526,54,not_fraud
1806,521,964,fraud
1807,552,248,not_fraud
1808,962,961,not_fraud
1809,237,953,fraud
1810,281,164,not_fraud
1811,359,190,fraud
1812,201,224,not_fraud
1813,758,97,fraud
1814,278,265,not_fraud
1815,235,520,not_fraud
1816,494,82,not_fraud
1817,4,940,fraud
1818,666,188,fraud
1819,442,221,fraud
1820,29,814,not_fraud
1821,109,243,fraud
1822,610,474,fraud
1823,727,760,fraud
1824,805,232,fraud
1825,75,640,fraud
1826,838,834,fraud
1827,146,273,fraud
1828,128,216,fraud
1829,853,616,fraud
1830,42,894,fraud
1831,356,743,not_fraud
1832,41,375,not_fraud
1833,934,285,fraud
1834,34,389,not_fraud
1835,17,752,not_fraud
1836,677,318,fraud
1837,153,640,fraud
1838,998,277,fraud
1839,378,954,not_fraud
1840,588,794,fraud
1841,599,73,not_fraud
1842,629,819,fraud
1843,874,359,not_fraud
1844,342,934,not_fraud
1845,981,924,fraud
1846,27,503,fraud
1847,825,532,not_fraud
1848,287,107,not_fraud
1849,646,955,fraud
1850,731,80,fraud
1851,168,373,not_fraud
1852,610,579,fraud
1853,268,811,not_fraud
1854,749,772,fraud
1855,821,285,fraud
1856,455,59,fraud
1857,906,367,not_fraud
1858,685,737,fraud
1859,401,915,not_fraud
1860,922,937,fraud
1861,981,573,not_fraud
1862,476,792,not_fraud
1863,702,494,fraud
1864,634,93,not_fraud
1865,558,908,not_fraud
1866,576,814,not_fraud
1867,130,647,not_fraud
1868,822,817,fraud
1869,363,593,fraud
1870,705,305,fraud
1871,819,245,not_fraud
1872,693,65,not_fraud
1873,292,928,fraud
1874,371,369,fraud
1875,794,916,not_fraud
1876,29,119,fraud
1877,149,201,fraud
1878,779,913,not_fraud
1879,296,102,fraud
1880,11,871,not_fraud
1881,512,577,fraud
1882,676,69,not_fraud
1883,113,659,not_fraud
1884,187,48,not_fraud
1885,807,549,not_fraud
1886,744,58,not_fraud
1887,227,429,fraud
1888,310,646,fraud
1889,98,22,fraud
1890,55,45,not_fraud
1891,623,110,fraud
1892,664,803,not_fraud
1893,758,95,not_fraud
1894,406,525,fraud
1895,69,232,not_fraud
1896,312,347,fraud
1897,289,969,not_fraud
1898,762,175,not_fraud
1899,548,392,fraud
1900,751,865,not_fraud
1901,148,904,fraud
1902,467,385,not_fraud
1903,739,480,fraud
1904,244,799,not_fraud
1905,491,651,fraud
1906,849,40,fraud
1907,958,384,not_fraud
1908,507,20,fraud
1909,365,997,not_fraud
1910,482,311,not_fraud
1911,201,105,fraud
1912,154,199,fraud
1913,450,462,fraud
1914,501,201,fraud
1915,73,495,fraud
1916,713,275,not_fraud
1917,296,433,fraud
1918,17,137,not_fraud
1919,641,247,fraud
1920,217,929,fraud
1921,61,364,fraud
1922,939,949,not_fraud
1923,616,121,fraud
1924,42,837,not_fraud
1925,25,455,not_fraud
1926,39,352,not_fraud
1927,803,154,fraud
1928,131,74,not_fraud
1929,498,256,fraud
1930,229,744,not_fraud
1931,108,499,fraud
1932,172,834,not_fraud
1933,435,448,fraud
1934,478,115,fraud
1935,102,190,fraud
1936,866,193,not_fraud
1937,524,235,not_fraud
1938,275,786,fraud
1939,613,799,not_fraud
1940,44,918,not_fraud
1941,955,98,not_fraud
1942,817,697,not_fraud
1943,957,539,not_fraud
1944,17,380,not_fraud
1945,330,981,not_fraud
1946,569,945,fraud
1947,823,922,fraud
1948,497,408,not_fraud
1949,815,115,fraud
1950,12,280,fraud
1951,318,984,fraud
1952,592,840,not_fraud
1953,216,512,not_fraud
1954,339,688,not_fraud
1955,776,534,not_fraud
1956,991,858,not_fraud
1957,661,41,fraud
1958,81,402,not_fraud
1959,727,49,fraud
1960,485,669,not_fraud
1961,374,227,fraud
1962,976,740,not_fraud
1963,710,990,not_fraud
1964,200,91,not_fraud
1965,537,854,not_fraud
1966,466,729,not_fraud
1967,89,210,not_fraud
1968,268,456,fraud
1969,655,853,not_fraud
1970,571,437,fraud
1971,922,47,not_fraud
1972,489,220,fraud
1973,877,453,fraud
1974,538,336,fraud
1975,47,770,fraud
1976,288,236,fraud
1977,778,57,fraud
1978,16,27,not_fraud
1979,711,921,fraud
1980,401,448,not_fraud
1981,919,816,not_fraud
1982,794,717,fraud
1983,981,196,fraud
1984,86,354,not_fraud
1985,250,233,fraud
1986,391,839,fraud
1987,782,497,fraud
1988,335,918,fraud
1989,629,886,fraud
1990,519,858,fraud
1991,137,238,fraud
1992,883,399,not_fraud
1993,688,988,fraud
1994,840,598,not_fraud
1995,498,197,not_fraud
1996,827,867,not_fraud
1997,727,279,not_fraud
1998,477,616,fraud
1999,594,319,not_fraud
2000,223,141,not_fraud
2001,990,560,not_fraud
2002,372,81,not_fraud
2003,935,802,not_fraud
2004,995,854,fraud
2005,402,681,fraud
2006,443,196,not_fraud
2007,490,495,fraud
2008,615,200,fraud
2009,273,431,not_fraud
2010,526,129,not_fraud
2011,159,229,not_fraud
2012,152,62,fraud
2013,995,743,not_fraud
2014,620,460,fraud
2015,188,421,fraud
2016,813,652,fraud
2017,98,246,not_fraud
2018,131,767,fraud
2019,805,747,not_fraud
2020,171,729,not_fraud
2021,936,415,not_fraud
2022,986,617,not_fraud
2023,183,431,not_fraud
2024,983,721,fraud
2025,364,256,fraud
2026,39,81,fraud
2027,527,839,fraud
2028,888,194,fraud
2029,497,15,not_fraud
2030,516,215,not_fraud
2031,349,553,fraud
2032,982,620,fraud
2033,921,915,fraud
2034,397,396,not_fraud
2035,722,777,not_fraud
2036,161,708,not_fraud
2037,16,85,fraud
2038,493,186,fraud
2039,426,836,fraud
2040,108,808,fraud
2041,894,358,not_fraud
2042,450,264,fraud
2043,311,846,fraud
2044,739,711,fraud
2045,170,317,not_fraud
2046,546,354,not_fraud
2047,414,136,fraud
2048,251,946,not_fraud
2049,759,296,not_fraud
2050,781,775,not_fraud
2051,141,734,not_fraud
2052,274,771,not_fraud
2053,416,605,fraud
2054,608,496,fraud
2055,739,392,fraud
2056,891,415,not_fraud
2057,39,397,not_fraud
2058,814,534,not_fraud
2059,29,566,not_fraud
2060,958,648,fraud
2061,477,947,fraud
2062,318,635,fraud
2063,245,954,fraud
2064,748,285,fraud
2065,697,509,fraud
2066,272,726,not_fraud
2067,440,346,not_fraud
2068,748,959,fraud
2069,239,941,not_fraud
2070,377,490,fraud
2071,266,906,fraud
2072,926,920,not_fraud
2073,921,982,fraud
2074,359,282,fraud
2075,340,929,fraud
2076,389,67,not_fraud
2077,577,337,not_fraud
2078,990,740,not_fraud
2079,689,118,not_fraud
2080,3,288,fraud
2081,429,695,not_fraud
2082,142,337,not_fraud
2083,376,785,not_fraud
2084,670,324,fraud
2085,324,483,not_fraud
2086,146,120,not_fraud
2087,958,708,fraud
2088,293,790,fraud
2089,665,944,fraud
2090,432,238,fraud
2091,705,506,not_fraud
2092,949,165,fraud
2093,975,482,not_fraud
2094,585,710,not_fraud
2095,399,281,not_fraud
2096,817,896,not_fraud
2097,889,11,not_fraud
2098,344,767,fraud
2099,964,731,not_fraud
2100,140,520,not_fraud
2101,187,922,not_fraud
2102,805,295,fraud
2103,61,880,not_fraud
2104,997,22,not_fraud
2105,939,617,fraud
2106,380,507,not_fraud
2107,710,742,not_fraud
2108,807,247,fraud
2109,440,103,not_fraud
2110,319,347,not_fraud
2111,302,790,not_fraud
2112,344,180,not_fraud
2113,11,990,not_fraud
2114,62,615,fraud
2115,845,670,fraud
2116,226,633,fraud
2117,153,576,not_fraud
2118,711,858,not_fraud
2119,564,945,not_fraud
2120,772,476,fraud
2121,571,637,not_fraud
2122,584,152,not_fraud
2123,660,210,not_fraud
2124,861,189,fraud
2125,575,723,fraud
2126,310,373,not_fraud
2127,885,488,not_fraud
2128,243,574,not_fraud
2129,493,480,fraud
2130,366,393,fraud
2131,330,701,fraud
2132,107,935,not_fraud
2133,226,426,fraud
2134,825,834,not_fraud
2135,218,317,not_fraud
2136,937,658,fraud
2137,753,703,not_fraud
2138,506,376,fraud
2139,259,10,not_fraud
2140,888,53,not_fraud
2141,774,748,fraud
2142,517,852,not_fraud
2143,773,107,not_fraud
2144,54,729,not_fraud
2145,47,274,not_fraud
2146,727,809,not_fraud
2147,689,792,not_fraud
2148,521,149,not_fraud
2149,99,490,not_fraud
2150,20,246,fraud
2151,890,983,fraud
2152,753,962,not_fraud
2153,573,913,not_fraud
2154,891,81,fraud
2155,490,676,not_fraud
2156,419,199,fraud
2157,690,277,fraud
2158,850,330,fraud
2159,62,116,not_fraud
2160,145,241,not_fraud
2161,216,51,not_fraud
2162,3,711,fraud
2163,160,892,fraud
2164,739,148,fraud
2165,998,624,not_fraud
2166,781,692,fraud
2167,120,872,fraud
2168,893,282,not_fraud
2169,89,490,fraud
2170,329,425,fraud
2171,580,515,not_fraud
2172,910,742,not_fraud
2173,357,734,fraud
2174,610,862,not_fraud
2175,267,433,fraud
2176,617,416,not_fraud
2177,952,577,fraud
2178,323,399,not_fraud
2179,635,351,fraud
2180,988,955,not_fraud
2181,541,623,not_fraud
2182,649,942,not_fraud
2183,195,502,not_fraud
2184,921,201,not_fraud
2185,738,508,not_fraud
2186,332,831,not_fraud
2187,170,721,fraud
2188,521,242,fraud
2189,463,954,not_fraud
2190,40,236,not_fraud
2191,537,380,fraud
2192,261,148,fraud
2193,395,865,not_fraud
2194,955,826,fraud
2195,226,158,fraud
2196,984,124,not_fraud
2197,124,459,not_fraud
2198,975,72,not_fraud
2199,38,113,fraud
2200,328,860,not_fraud
2201,251,880,not_fraud
2202,901,677,fraud
2203,176,282,not_fraud
2204,602,15,fraud
2205,914,156,fraud
2206,454,193,fraud
2207,37,37,fraud
2208,316,971,fraud
2209,688,559,fraud
2210,973,128,not_fraud
2211,796,302,not_fraud
2212,965,380,not_fraud
2213,973,253,fraud
2214,593,589,not_fraud
2215,114,735,fraud
2216,40,227,not_fraud
2217,301,186,fraud
2218,224,308,not_fraud
2219,318,685,fraud
2220,349,67,not_fraud
2221,115,278,fraud
2222,698,317,not_fraud
2223,323,579,fraud
2224,568,297,not_fraud
2225,40,986,not_fraud
2226,866,114,not_fraud
2227,40,237,fraud
2228,859,256,fraud
2229,973,709,fraud
2230,749,503,fraud
2231,289,92,fraud
2232,262,195,not_fraud
2233,216,261,fraud
2234,147,364,not_fraud
2235,336,759,not_fraud
2236,168,881,fraud
2237,92,705,not_fraud
2238,353,805,fraud
2239,571,906,fraud
2240,571,947,fraud
2241,816,219,not_fraud
2242,681,825,fraud
2243,781,817,fraud
2244,363,618,fraud
2245,557,456,not_fraud
2246,345,469,fraud
2247,693,977,not_fraud
2248,170,481,not_fraud
2249,356,729,fraud
2250,191,379,not_fraud
2251,667,909,not_fraud
2252,422,943,fraud
2253,700,501,fraud
2254,7,932,fraud
2255,133,146,not_fraud
2256,747,376,fraud
2257,557,921,not_fraud
2258,826,193,not_fraud
2259,761,597,not_fraud
2260,31,296,not_fraud
2261,535,481,not_fraud
2262,426,384,fraud
2263,394,663,fraud
2264,672,758,not_fraud
2265,363,546,not_fraud
2266,437,520,fraud
2267,670,811,fraud
2268,551,588,not_fraud
2269,927,259,not_fraud
2270,82,929,fraud
2271,356,519,fraud
2272,258,639,not_fraud
2273,718,82,fraud
2274,589,291,fraud
2275,989,925,not_fraud
2276,524,969,not_fraud
2277,295,369,not_fraud
2278,962,19,fraud
2279,224,220,not_fraud
2280,525,844,fraud
2281,46,161,not_fraud
2282,667,14,not_fraud
2283,113,204,fraud
2284,233,963,fraud
2285,17,292,not_fraud
2286,360,473,not_fraud
2287,223,122,fraud
2288,866,280,not_fraud
2289,700,172,fraud
2290,448,469,fraud
2291,856,114,not_fraud
2292,365,702,fraud
2293,675,565,fraud
2294,326,291,fraud
2295,467,696,not_fraud
2296,414,171,fraud
2297,455,992,not_fraud
2298,586,360,not_fraud
2299,233,443,not_fraud
2300,224,861,fraud
2301,994,149,fraud
2302,831,480,not_fraud
2303,412,141,not_fraud
2304,572,96,fraud
2305,335,697,not_fraud
2306,222,192,not_fraud
2307,37,377,fraud
2308,989,138,not_fraud
2309,278,255,fraud
2310,196,610,fraud
2311,916,587,not_fraud
2312,864,679,fraud
2313,484,908,fraud
2314,242,387,fraud
2315,324,158,not_fraud
2316,731,994,not_fraud
2317,192,861,not_fraud
2318,17,442,fraud
2319,524,637,fraud
2320,918,735,not_fraud
2321,401,478,not_fraud
2322,906,455,fraud
2323,886,490,not_fraud
2324,705,893,not_fraud
2325,22,303,not_fraud
2326,474,774,not_fraud
2327,120,152,not_fraud
2328,210,259,fraud
2329,306,887,not_fraud
2330,270,957,not_fraud
2331,704,984,fraud
2332,687,311,fraud
2333,285,34,fraud
2334,716,798,fraud
2335,676,993,not_fraud
2336,763,898,not_fraud
2337,227,899,not_fraud
2338,948,910,not_fraud
2339,381,79,fraud
2340,460,634,fraud
2341,7,884,not_fraud
2342,29,121,not_fraud
2343,907,373,not_fraud
2344,33,312,not_fraud
2345,646,480,fraud
2346,879,973,not_fraud
2347,79,100,fraud
2348,928,539,fraud
2349,947,670,fraud
2350,459,997,fraud
2351,570,748,not_fraud
2352,983,735,not_fraud
2353,538,881,not_fraud
2354,482,672,not_fraud
2355,430,201,fraud
2356,738,972,fraud
2357,285,561,fraud
2358,516,251,not_fraud
2359,977,147,fraud
2360,99,354,fraud
2361,397,189,fraud
2362,489,721,fraud
2363,39,512,not_fraud
2364,271,212,fraud
2365,887,582,fraud
2366,797,201,not_fraud
2367,157,14,not_fraud
2368,75,899,not_fraud
2369,884,246,fraud
2370,800,702,fraud
2371,130,320,fraud
2372,687,558,fraud
2373,974,65,not_fraud
2374,84,452,fraud
2375,22,246,fraud
2376,459,879,not_fraud
2377,539,870,not_fraud
2378,707,206,not_fraud
2379,849,594,fraud
2380,382,580,fraud
2381,748,761,fraud
2382,440,523,fraud
2383,604,458,fraud
2384,989,369,not_fraud
2385,21,709,not_fraud
2386,303,828,fraud
2387,976,39,fraud
2388,869,788,fraud
2389,955,997,fraud
2390,84,117,fraud
2391,774,853,not_fraud
2392,659,944,not_fraud
2393,953,611,not_fraud
2394,453,726,fraud
2395,387,900,fraud
2396,507,977,not_fraud
2397,257,968,not_fraud
2398,570,969,fraud
2399,892,454,not_fraud
2400,934,902,not_fraud
2401,527,447,fraud
2402,162,741,not_fraud
2403,957,899,not_fraud
2404,163,615,not_fraud
2405,832,466,fraud
2406,793,624,not_fraud
2407,792,744,not_fraud
2408,524,707,not_fraud
2409,786,990,fraud
