review_id,customer_id,payment_method,rating,review_text,point_of_transaction,country,sentiment_label
2023,183,PayPal,1,Average quality.,Gas Station,Italy,negative
2024,983,PayPal,3,Excellent service!,Fitness Center,Mexico,neutral
2025,364,PayPal,3,Average quality.,Gas Station,Brazil,neutral
2026,39,Credit Card,4,Terrible experience...,Cinema,Singapore,positive
2027,527,Credit Card,2,Excellent service!,Museum,Netherlands,negative
2028,888,PayPal,3,Terrible experience...,Gas Station,Canada,neutral
2029,497,Credit Card,1,Excellent service!,Hotel,Germany,negative
2030,516,Debit Card,5,Excellent service!,Online,Singapore,positive
2031,349,PayPal,4,Average quality.,Hotel,Russia,positive
2032,982,Debit Card,4,Terrible experience...,Retail Store,United Kingdom,positive
2033,921,Bank Transfer,4,Terrible experience...,Fitness Center,Canada,positive
2034,397,Debit Card,3,Terrible experience...,Museum,Sweden,neutral
2035,722,Bank Transfer,5,Average quality.,Bar,Netherlands,positive
2036,161,PayPal,1,Average quality.,Online,Russia,negative
2037,16,Bank Transfer,5,Terrible experience...,Amusement Park,China,positive
2038,493,Bank Transfer,2,Terrible experience...,ATM,Sweden,negative
2039,426,Debit Card,2,Excellent service!,Bar,South Africa,negative
2040,108,Debit Card,3,Excellent service!,Amusement Park,China,neutral
2041,894,Debit Card,4,Average quality.,Bar,South Africa,positive
2042,450,PayPal,5,Excellent service!,Museum,Japan,positive
2043,311,PayPal,3,Terrible experience...,Restaurant,India,neutral
2044,739,Debit Card,3,Terrible experience...,Restaurant,Mexico,neutral
2045,170,PayPal,5,Excellent service!,Bar,Italy,positive
2046,546,PayPal,2,Excellent service!,Amusement Park,Netherlands,negative
2047,414,Bank Transfer,5,Average quality.,Restaurant,New Zealand,positive
2048,251,Bank Transfer,4,Excellent service!,Cinema,France,positive
2049,759,Debit Card,2,Average quality.,Online,Australia,negative
2050,781,PayPal,1,Excellent service!,Restaurant,Spain,negative
2051,141,Bank Transfer,3,Excellent service!,ATM,India,neutral
2052,274,Credit Card,2,Excellent service!,ATM,Russia,negative
2053,416,PayPal,1,Excellent service!,Retail Store,USA,negative
2054,608,Credit Card,1,Terrible experience...,ATM,Japan,negative
2055,739,Debit Card,2,Terrible experience...,Hotel,New Zealand,negative
2056,891,PayPal,4,Terrible experience...,Bar,Mexico,positive
2057,39,Debit Card,5,Excellent service!,Fitness Center,Mexico,positive
2058,814,Debit Card,1,Average quality.,Bar,South Africa,negative
2059,29,Debit Card,3,Excellent service!,Museum,Japan,neutral
2060,958,Debit Card,2,Terrible experience...,Bar,Canada,negative
2061,477,Debit Card,3,Average quality.,Online,USA,neutral
2062,318,PayPal,5,Average quality.,Museum,Singapore,positive
2063,245,Credit Card,3,Terrible experience...,Hotel,France,neutral
2064,748,PayPal,5,Excellent service!,Retail Store,Brazil,positive
2065,697,PayPal,3,Average quality.,Museum,Brazil,neutral
2066,272,PayPal,4,Average quality.,Amusement Park,Spain,positive
2067,440,Bank Transfer,3,Terrible experience...,Gas Station,USA,neutral
2068,748,Bank Transfer,5,Average quality.,Restaurant,USA,positive
2069,239,PayPal,5,Average quality.,Fitness Center,Spain,positive
2070,377,Credit Card,4,Average quality.,Online,USA,positive
2071,266,PayPal,5,Excellent service!,Gas Station,India,positive
2072,926,Debit Card,1,Excellent service!,Gas Station,Singapore,negative
2073,921,Bank Transfer,5,Terrible experience...,Cinema,USA,positive
2074,359,Bank Transfer,1,Excellent service!,Cinema,Germany,negative
2075,340,PayPal,2,Average quality.,Museum,Canada,negative
2076,389,PayPal,1,Excellent service!,Amusement Park,Australia,negative
2077,577,Credit Card,5,Average quality.,Online,Australia,positive
2078,990,Credit Card,5,Average quality.,Bar,New Zealand,positive
2079,689,Debit Card,5,Excellent service!,Gas Station,South Africa,positive
2080,3,PayPal,5,Excellent service!,Gas Station,Netherlands,positive
2081,429,PayPal,3,Excellent service!,Restaurant,Canada,neutral
2082,142,PayPal,5,Excellent service!,Retail Store,Canada,positive
2083,376,Bank Transfer,5,Terrible experience...,Online,United Kingdom,positive
2084,670,Debit Card,3,Excellent service!,Restaurant,Brazil,neutral
2085,324,Credit Card,1,Terrible experience...,Hotel,Japan,negative
2086,146,Bank Transfer,4,Average quality.,Amusement Park,Germany,positive
2087,958,Bank Transfer,5,Terrible experience...,Cinema,USA,positive
2088,293,Bank Transfer,5,Average quality.,Fitness Center,Singapore,positive
2089,665,Bank Transfer,5,Terrible experience...,Fitness Center,Spain,positive
2090,432,Debit Card,5,Terrible experience...,Retail Store,China,positive
2091,705,PayPal,5,Average quality.,Fitness Center,USA,positive
2092,949,Credit Card,4,Terrible experience...,Bar,New Zealand,positive
2093,975,Credit Card,4,Average quality.,Hotel,Russia,positive
2094,585,Bank Transfer,2,Excellent service!,Retail Store,New Zealand,negative
2095,399,Bank Transfer,4,Average quality.,Restaurant,Italy,positive
2096,817,Debit Card,3,Terrible experience...,Hotel,Italy,neutral
2097,889,Bank Transfer,5,Excellent service!,ATM,Germany,positive
2098,344,Credit Card,3,Terrible experience...,Retail Store,Brazil,neutral
2099,964,Credit Card,1,Excellent service!,Supermarket,Spain,negative
2100,140,PayPal,1,Average quality.,Amusement Park,Netherlands,negative
2101,187,PayPal,4,Excellent service!,Supermarket,India,positive
2102,805,Credit Card,3,Excellent service!,Museum,Brazil,neutral
2103,61,Credit Card,2,Excellent service!,Gas Station,New Zealand,negative
2104,997,Debit Card,1,Terrible experience...,Online,China,negative
2105,939,Debit Card,3,Excellent service!,Restaurant,South Africa,neutral
2106,380,Credit Card,1,Average quality.,Online,Switzerland,negative
2107,710,Bank Transfer,2,Average quality.,Museum,United Kingdom,negative
2108,807,PayPal,2,Average quality.,Museum,France,negative
2109,440,Credit Card,3,Excellent service!,Bar,Australia,neutral
2110,319,Bank Transfer,3,Average quality.,Retail Store,Spain,neutral
2111,302,Credit Card,2,Terrible experience...,Cinema,Netherlands,negative
2112,344,PayPal,5,Average quality.,Cinema,Switzerland,positive
2113,11,PayPal,2,Excellent service!,ATM,China,negative
2114,62,Debit Card,2,Average quality.,Supermarket,United Kingdom,negative
2115,845,Debit Card,1,Excellent service!,Cinema,United Kingdom,negative
2116,226,Debit Card,2,Excellent service!,Hotel,Sweden,negative
2117,153,Debit Card,1,Average quality.,Gas Station,Japan,negative
2118,711,PayPal,1,Terrible experience...,ATM,Sweden,negative
2119,564,Bank Transfer,4,Terrible experience...,Retail Store,Sweden,positive
2120,772,Bank Transfer,4,Average quality.,Amusement Park,Canada,positive
2121,571,Bank Transfer,3,Excellent service!,Amusement Park,India,neutral
2122,584,Credit Card,4,Average quality.,Online,Spain,positive
2123,660,Debit Card,1,Excellent service!,Museum,China,negative
2124,861,Debit Card,5,Excellent service!,Amusement Park,Singapore,positive
2125,575,PayPal,1,Excellent service!,Museum,Singapore,negative
2126,310,PayPal,4,Terrible experience...,Online,Japan,positive
2127,885,Credit Card,1,Terrible experience...,Fitness Center,Russia,negative
2128,243,Credit Card,5,Average quality.,Gas Station,South Africa,positive
2129,493,Bank Transfer,3,Terrible experience...,Gas Station,India,neutral
2130,366,PayPal,1,Excellent service!,Cinema,Italy,negative
2131,330,Debit Card,4,Excellent service!,Amusement Park,South Africa,positive
2132,107,Bank Transfer,1,Average quality.,Online,India,negative
2133,226,Debit Card,4,Excellent service!,Museum,China,positive
2134,825,Bank Transfer,4,Average quality.,Gas Station,Sweden,positive
2135,218,Debit Card,2,Average quality.,ATM,Russia,negative
2136,937,Credit Card,2,Excellent service!,Cinema,Australia,negative
2137,753,Bank Transfer,1,Terrible experience...,Restaurant,New Zealand,negative
2138,506,Debit Card,4,Excellent service!,Cinema,Singapore,positive
2139,259,Debit Card,2,Excellent service!,Amusement Park,Russia,negative
2140,888,PayPal,3,Average quality.,Supermarket,Russia,neutral
2141,774,Bank Transfer,5,Terrible experience...,Museum,Brazil,positive
2142,517,Debit Card,2,Average quality.,Cinema,Brazil,negative
2143,773,PayPal,5,Excellent service!,Online,Mexico,positive
2144,54,Debit Card,4,Average quality.,Gas Station,New Zealand,positive
2145,47,Bank Transfer,2,Average quality.,Gas Station,Singapore,negative
2146,727,Credit Card,3,Excellent service!,Amusement Park,China,neutral
2147,689,Bank Transfer,4,Average quality.,Amusement Park,Italy,positive
2148,521,Bank Transfer,3,Excellent service!,Supermarket,France,neutral
2149,99,Debit Card,1,Average quality.,Amusement Park,France,negative
2150,20,Debit Card,1,Terrible experience...,Online,USA,negative
2151,890,Bank Transfer,4,Excellent service!,Amusement Park,India,positive
2152,753,PayPal,4,Terrible experience...,Restaurant,China,positive
2153,573,PayPal,3,Average quality.,ATM,Sweden,neutral
2154,891,PayPal,1,Terrible experience...,Online,Russia,negative
2155,490,Debit Card,5,Terrible experience...,Supermarket,Singapore,positive
2156,419,Debit Card,5,Terrible experience...,ATM,Singapore,positive
2157,690,Bank Transfer,1,Average quality.,Gas Station,Brazil,negative
2158,850,Credit Card,1,Excellent service!,Fitness Center,Brazil,negative
2159,62,Debit Card,5,Average quality.,Cinema,Russia,positive
2160,145,Bank Transfer,5,Average quality.,Retail Store,China,positive
2161,216,Bank Transfer,4,Average quality.,Online,Switzerland,positive
2162,3,Credit Card,5,Excellent service!,Amusement Park,Netherlands,positive
2163,160,PayPal,4,Average quality.,Supermarket,China,positive
2164,739,Bank Transfer,2,Average quality.,Fitness Center,Netherlands,negative
2165,998,Bank Transfer,4,Excellent service!,Online,Brazil,positive
2166,781,Bank Transfer,4,Excellent service!,Online,Mexico,positive
2167,120,PayPal,5,Excellent service!,Hotel,Germany,positive
2168,893,PayPal,2,Terrible experience...,Retail Store,Netherlands,negative
2169,89,Credit Card,3,Excellent service!,Gas Station,India,neutral
2170,329,Debit Card,4,Terrible experience...,Gas Station,Brazil,positive
2171,580,PayPal,2,Terrible experience...,Retail Store,Russia,negative
2172,910,Debit Card,2,Average quality.,Supermarket,Sweden,negative
2173,357,Debit Card,5,Terrible experience...,Amusement Park,Mexico,positive
2174,610,PayPal,3,Average quality.,Retail Store,Brazil,neutral
2175,267,Bank Transfer,4,Terrible experience...,Fitness Center,India,positive
2176,617,Credit Card,5,Excellent service!,Bar,Japan,positive
2177,952,Debit Card,2,Average quality.,Gas Station,Russia,negative
2178,323,Bank Transfer,5,Terrible experience...,Online,Australia,positive
2179,635,PayPal,4,Average quality.,Hotel,France,positive
2180,988,Debit Card,3,Excellent service!,Supermarket,China,neutral
2181,541,Debit Card,3,Terrible experience...,Fitness Center,USA,neutral
2182,649,Debit Card,5,Terrible experience...,Supermarket,Mexico,positive
2183,195,Bank Transfer,2,Excellent service!,Museum,Spain,negative
2184,921,Bank Transfer,2,Terrible experience...,ATM,Australia,negative
2185,738,Bank Transfer,2,Terrible experience...,Amusement Park,Spain,negative
2186,332,Debit Card,2,Average quality.,Hotel,New Zealand,negative
2187,170,Debit Card,3,Terrible experience...,Supermarket,Netherlands,neutral
2188,521,Credit Card,5,Excellent service!,Amusement Park,Canada,positive
2189,463,Credit Card,5,Terrible experience...,Amusement Park,South Africa,positive
2190,40,Bank Transfer,2,Average quality.,Cinema,Canada,negative
2191,537,Bank Transfer,3,Terrible experience...,ATM,USA,neutral
2192,261,PayPal,4,Average quality.,ATM,Australia,positive
2193,395,Bank Transfer,1,Terrible experience...,Gas Station,France,negative
2194,955,Credit Card,5,Average quality.,ATM,Brazil,positive
2195,226,Credit Card,5,Average quality.,Gas Station,Singapore,positive
2196,984,Credit Card,5,Terrible experience...,Supermarket,Sweden,positive
2197,124,Debit Card,2,Excellent service!,Online,Netherlands,negative
2198,975,Debit Card,3,Excellent service!,Retail Store,New Zealand,neutral
2199,38,Bank Transfer,1,Terrible experience...,Amusement Park,China,negative
2200,328,PayPal,2,Terrible experience...,Supermarket,France,negative
2201,251,PayPal,3,Terrible experience...,Fitness Center,France,neutral
2202,901,PayPal,5,Terrible experience...,Supermarket,Sweden,positive
2203,176,Debit Card,5,Terrible experience...,Fitness Center,Netherlands,positive
2204,602,Credit Card,5,Excellent service!,Online,India,positive
2205,914,Credit Card,5,Average quality.,Supermarket,Sweden,positive
2206,454,Debit Card,1,Average quality.,Museum,South Africa,negative
2207,37,PayPal,4,Excellent service!,Fitness Center,India,positive
2208,316,PayPal,1,Excellent service!,Cinema,France,negative
2209,688,Bank Transfer,2,Average quality.,Bar,India,negative
2210,973,Bank Transfer,3,Excellent service!,Amusement Park,Spain,neutral
2211,796,PayPal,4,Terrible experience...,Restaurant,Canada,positive
2212,965,Debit Card,4,Excellent service!,Gas Station,Italy,positive
2213,973,PayPal,1,Excellent service!,Supermarket,Brazil,negative
2214,593,Bank Transfer,1,Excellent service!,Museum,India,negative
2215,114,PayPal,1,Excellent service!,Fitness Center,France,negative
2216,40,Debit Card,1,Average quality.,Restaurant,South Africa,negative
2217,301,Credit Card,1,Average quality.,Supermarket,India,negative
2218,224,Debit Card,4,Average quality.,Amusement Park,Sweden,positive
2219,318,Debit Card,5,Average quality.,Museum,Netherlands,positive
2220,349,Bank Transfer,3,Terrible experience...,ATM,Switzerland,neutral
2221,115,Debit Card,4,Terrible experience...,Hotel,United Kingdom,positive
2222,698,Debit Card,2,Average quality.,Bar,New Zealand,negative
2223,323,Bank Transfer,5,Average quality.,Restaurant,Sweden,positive
2224,568,Bank Transfer,2,Average quality.,Restaurant,Brazil,negative
2225,40,Credit Card,5,Excellent service!,Fitness Center,South Africa,positive
2226,866,PayPal,5,Terrible experience...,Gas Station,Sweden,positive
2227,40,Debit Card,5,Terrible experience...,Amusement Park,USA,positive
2228,859,Bank Transfer,1,Excellent service!,Restaurant,Spain,negative
2229,973,Credit Card,4,Excellent service!,Fitness Center,USA,positive
2230,749,PayPal,1,Excellent service!,Amusement Park,Mexico,negative
2231,289,Bank Transfer,1,Terrible experience...,Museum,Canada,negative
2232,262,PayPal,1,Excellent service!,Bar,Australia,negative
2233,216,PayPal,5,Excellent service!,Restaurant,Spain,positive
2234,147,Debit Card,5,Excellent service!,Cinema,Brazil,positive
2235,336,Debit Card,2,Average quality.,Fitness Center,Canada,negative
2236,168,Bank Transfer,3,Excellent service!,Online,Canada,neutral
2237,92,PayPal,5,Average quality.,Hotel,Australia,positive
2238,353,Bank Transfer,3,Terrible experience...,Restaurant,Spain,neutral
2239,571,Bank Transfer,2,Terrible experience...,Gas Station,Italy,negative
2240,571,PayPal,3,Terrible experience...,ATM,USA,neutral
2241,816,Bank Transfer,4,Average quality.,Fitness Center,New Zealand,positive
2242,681,PayPal,3,Excellent service!,Amusement Park,Germany,neutral
2243,781,PayPal,4,Terrible experience...,Hotel,Sweden,positive
2244,363,PayPal,3,Excellent service!,Fitness Center,Singapore,neutral
2245,557,PayPal,2,Average quality.,Retail Store,India,negative
2246,345,Credit Card,2,Terrible experience...,Restaurant,New Zealand,negative
2247,693,PayPal,1,Excellent service!,Retail Store,China,negative
2248,170,Debit Card,3,Excellent service!,Hotel,Russia,neutral
2249,356,Debit Card,1,Terrible experience...,Supermarket,United Kingdom,negative
2250,191,Debit Card,5,Excellent service!,Amusement Park,Japan,positive
2251,667,PayPal,3,Average quality.,Hotel,Sweden,neutral
2252,422,Debit Card,4,Terrible experience...,Fitness Center,South Africa,positive
2253,700,Credit Card,5,Terrible experience...,Cinema,USA,positive
2254,7,Bank Transfer,5,Terrible experience...,Retail Store,Switzerland,positive
2255,133,PayPal,5,Terrible experience...,Cinema,Spain,positive
2256,747,Debit Card,3,Average quality.,Hotel,Netherlands,neutral
2257,557,Credit Card,1,Average quality.,Retail Store,USA,negative
2258,826,Bank Transfer,5,Excellent service!,Amusement Park,China,positive
2259,761,Credit Card,5,Average quality.,Retail Store,China,positive
2260,31,Debit Card,5,Excellent service!,Gas Station,Russia,positive
2261,535,Credit Card,4,Excellent service!,Retail Store,Germany,positive
2262,426,Bank Transfer,4,Terrible experience...,Online,France,positive
2263,394,Debit Card,1,Excellent service!,Supermarket,India,negative
2264,672,Bank Transfer,4,Terrible experience...,Amusement Park,Netherlands,positive
2265,363,Credit Card,1,Excellent service!,Museum,Switzerland,negative
2266,437,PayPal,2,Average quality.,Restaurant,Sweden,negative
2267,670,PayPal,3,Terrible experience...,Fitness Center,France,neutral
2268,551,PayPal,3,Excellent service!,ATM,Brazil,neutral
2269,927,PayPal,1,Average quality.,Museum,South Africa,negative
2270,82,Bank Transfer,5,Average quality.,Online,China,positive
2271,356,PayPal,5,Terrible experience...,Cinema,India,positive
2272,258,Bank Transfer,4,Terrible experience...,Bar,USA,positive
2273,718,Debit Card,3,Terrible experience...,Supermarket,Netherlands,neutral
2274,589,PayPal,5,Excellent service!,Supermarket,Brazil,positive
2275,989,Bank Transfer,1,Terrible experience...,Fitness Center,Switzerland,negative
2276,524,PayPal,4,Average quality.,Gas Station,Sweden,positive
2277,295,PayPal,1,Average quality.,Retail Store,Japan,negative
2278,962,PayPal,2,Terrible experience...,Fitness Center,USA,negative
2279,224,Bank Transfer,3,Terrible experience...,Gas Station,Netherlands,neutral
2280,525,Credit Card,4,Average quality.,Retail Store,Canada,positive
2281,46,PayPal,1,Excellent service!,Hotel,United Kingdom,negative
2282,667,PayPal,2,Average quality.,Cinema,Canada,negative
2283,113,Debit Card,3,Average quality.,Retail Store,Australia,neutral
2284,233,Credit Card,3,Average quality.,Cinema,Russia,neutral
2285,17,Bank Transfer,4,Terrible experience...,Cinema,Spain,positive
2286,360,Debit Card,2,Excellent service!,Bar,France,negative
2287,223,PayPal,3,Excellent service!,Online,Singapore,neutral
2288,866,Debit Card,1,Terrible experience...,Restaurant,Australia,negative
2289,700,Debit Card,1,Average quality.,Amusement Park,Japan,negative
2290,448,PayPal,3,Terrible experience...,Museum,Germany,neutral
2291,856,Credit Card,4,Terrible experience...,Gas Station,Mexico,positive
2292,365,Credit Card,1,Excellent service!,Hotel,India,negative
2293,675,Debit Card,1,Excellent service!,Museum,USA,negative
2294,326,PayPal,3,Terrible experience...,Bar,Sweden,neutral
2295,467,Bank Transfer,2,Terrible experience...,Amusement Park,Brazil,negative
2296,414,Debit Card,2,Excellent service!,Museum,Singapore,negative
2297,455,Bank Transfer,3,Excellent service!,Bar,Italy,neutral
2298,586,Debit Card,1,Average quality.,Retail Store,Italy,negative
2299,233,Debit Card,1,Terrible experience...,ATM,USA,negative
2300,224,PayPal,5,Average quality.,Amusement Park,Netherlands,positive
2301,994,PayPal,4,Average quality.,Amusement Park,France,positive
2302,831,Bank Transfer,4,Average quality.,Hotel,Italy,positive
2303,412,Bank Transfer,3,Excellent service!,Gas Station,Canada,neutral
2304,572,Credit Card,4,Average quality.,Supermarket,Netherlands,positive
2305,335,PayPal,5,Excellent service!,Bar,Italy,positive
2306,222,Debit Card,4,Excellent service!,Bar,Japan,positive
2307,37,Debit Card,2,Excellent service!,Hotel,Italy,negative
2308,989,Credit Card,3,Terrible experience...,Fitness Center,New Zealand,neutral
2309,278,PayPal,3,Average quality.,Retail Store,Australia,neutral
2310,196,Debit Card,3,Excellent service!,Retail Store,USA,neutral
2311,916,Credit Card,3,Terrible experience...,ATM,New Zealand,neutral
2312,864,Credit Card,5,Terrible experience...,Gas Station,South Africa,positive
2313,484,Debit Card,4,Terrible experience...,Online,Sweden,positive
2314,242,Debit Card,1,Excellent service!,Restaurant,Japan,negative
2315,324,Bank Transfer,1,Excellent service!,Hotel,United Kingdom,negative
2316,731,PayPal,3,Excellent service!,Fitness Center,France,neutral
2317,192,Bank Transfer,1,Terrible experience...,Amusement Park,Netherlands,negative
2318,17,Credit Card,2,Excellent service!,Museum,South Africa,negative
2319,524,Debit Card,2,Average quality.,Restaurant,Switzerland,negative
2320,918,Bank Transfer,2,Excellent service!,Hotel,Sweden,negative
2321,401,Credit Card,5,Excellent service!,Restaurant,Brazil,positive
2322,906,PayPal,2,Average quality.,Museum,Italy,negative
2323,886,Debit Card,2,Excellent service!,Amusement Park,USA,negative
2324,705,Bank Transfer,1,Excellent service!,Bar,France,negative
2325,22,PayPal,3,Excellent service!,Hotel,India,neutral
2326,474,Bank Transfer,1,Excellent service!,Online,Germany,negative
2327,120,Credit Card,4,Terrible experience...,Museum,Switzerland,positive
2328,210,PayPal,1,Excellent service!,Online,Brazil,negative
2329,306,Bank Transfer,3,Average quality.,Fitness Center,Italy,neutral
2330,270,PayPal,5,Average quality.,Restaurant,Germany,positive
2331,704,Credit Card,1,Terrible experience...,Retail Store,Canada,negative
2332,687,PayPal,3,Excellent service!,Cinema,Japan,neutral
2333,285,Bank Transfer,3,Average quality.,Retail Store,France,neutral
2334,716,Credit Card,4,Terrible experience...,Fitness Center,South Africa,positive
2335,676,Debit Card,3,Excellent service!,Cinema,Switzerland,neutral
2336,763,Bank Transfer,3,Terrible experience...,Amusement Park,Germany,neutral
2337,227,Bank Transfer,4,Excellent service!,Retail Store,France,positive
2338,948,Credit Card,3,Terrible experience...,Gas Station,Switzerland,neutral
2339,381,Credit Card,2,Terrible experience...,ATM,Japan,negative
2340,460,Debit Card,1,Average quality.,Supermarket,New Zealand,negative
2341,7,Bank Transfer,4,Average quality.,Gas Station,New Zealand,positive
2342,29,Credit Card,5,Terrible experience...,Cinema,New Zealand,positive
2343,907,Debit Card,5,Excellent service!,Cinema,United Kingdom,positive
2344,33,Debit Card,5,Excellent service!,Amusement Park,Mexico,positive
2345,646,Credit Card,4,Excellent service!,Cinema,South Africa,positive
2346,879,Bank Transfer,4,Excellent service!,ATM,Italy,positive
2347,79,PayPal,4,Excellent service!,ATM,New Zealand,positive
2348,928,PayPal,3,Average quality.,Gas Station,New Zealand,neutral
2349,947,Debit Card,3,Terrible experience...,Cinema,South Africa,neutral
2350,459,PayPal,2,Average quality.,Supermarket,United Kingdom,negative
2351,570,PayPal,2,Excellent service!,Cinema,France,negative
2352,983,Credit Card,4,Terrible experience...,Bar,Canada,positive
2353,538,Debit Card,3,Excellent service!,Hotel,China,neutral
2354,482,Bank Transfer,2,Excellent service!,Restaurant,Brazil,negative
2355,430,Debit Card,2,Terrible experience...,Cinema,USA,negative
2356,738,Credit Card,5,Excellent service!,Gas Station,Canada,positive
2357,285,PayPal,4,Average quality.,Gas Station,Japan,positive
2358,516,Bank Transfer,3,Average quality.,Bar,United Kingdom,neutral
2359,977,Debit Card,3,Average quality.,Gas Station,Italy,neutral
2360,99,PayPal,3,Excellent service!,Hotel,France,neutral
2361,397,Debit Card,1,Average quality.,Gas Station,Japan,negative
2362,489,Bank Transfer,3,Excellent service!,Museum,United Kingdom,neutral
2363,39,Debit Card,4,Excellent service!,Online,Brazil,positive
2364,271,Debit Card,2,Average quality.,Amusement Park,South Africa,negative
2365,887,Debit Card,2,Average quality.,Cinema,Netherlands,negative
2366,797,PayPal,1,Excellent service!,Gas Station,Russia,negative
2367,157,Bank Transfer,3,Excellent service!,ATM,Netherlands,neutral
2368,75,Bank Transfer,1,Excellent service!,ATM,China,negative
2369,884,PayPal,3,Excellent service!,Cinema,Japan,neutral
2370,800,PayPal,3,Average quality.,Bar,Australia,neutral
2371,130,PayPal,5,Excellent service!,Amusement Park,Singapore,positive
2372,687,Credit Card,3,Excellent service!,Hotel,Japan,neutral
2373,974,Debit Card,2,Excellent service!,Hotel,New Zealand,negative
2374,84,Debit Card,3,Excellent service!,Gas Station,Mexico,neutral
2375,22,Bank Transfer,4,Excellent service!,ATM,Sweden,positive
2376,459,Debit Card,1,Terrible experience...,Fitness Center,Sweden,negative
2377,539,Credit Card,4,Terrible experience...,Gas Station,New Zealand,positive
2378,707,PayPal,5,Terrible experience...,Supermarket,Spain,positive
2379,849,Bank Transfer,2,Average quality.,Fitness Center,Japan,negative
2380,382,Bank Transfer,4,Excellent service!,Gas Station,Australia,positive
2381,748,Debit Card,5,Average quality.,Gas Station,United Kingdom,positive
2382,440,Bank Transfer,3,Excellent service!,Retail Store,Russia,neutral
2383,604,PayPal,4,Terrible experience...,Hotel,Singapore,positive
2384,989,Bank Transfer,2,Excellent service!,Supermarket,India,negative
2385,21,PayPal,2,Average quality.,Retail Store,South Africa,negative
2386,303,Credit Card,4,Average quality.,Restaurant,United Kingdom,positive
2387,976,Credit Card,4,Excellent service!,Supermarket,Singapore,positive
2388,869,PayPal,5,Average quality.,Restaurant,Brazil,positive
2389,955,Debit Card,2,Terrible experience...,Gas Station,Sweden,negative
2390,84,Bank Transfer,3,Excellent service!,Museum,New Zealand,neutral
2391,774,Debit Card,2,Terrible experience...,Museum,Spain,negative
2392,659,Bank Transfer,1,Terrible experience...,Cinema,South Africa,negative
2393,953,Credit Card,3,Average quality.,ATM,Russia,neutral
2394,453,Credit Card,2,Excellent service!,Museum,Netherlands,negative
2395,387,Credit Card,2,Terrible experience...,Retail Store,Italy,negative
2396,507,Bank Transfer,2,Terrible experience...,Cinema,India,negative
2397,257,Credit Card,2,Excellent service!,Bar,Switzerland,negative
2398,570,Credit Card,5,Average quality.,Cinema,Italy,positive
2399,892,Credit Card,4,Terrible experience...,Amusement Park,Sweden,positive
2400,934,Credit Card,1,Excellent service!,Museum,Italy,negative
2401,527,Debit Card,5,Excellent service!,ATM,Brazil,positive
2402,162,Credit Card,4,Terrible experience...,Online,China,positive
2403,957,Credit Card,5,Terrible experience...,Museum,United Kingdom,positive
2404,163,Debit Card,2,Terrible experience...,Online,Japan,negative
2405,832,Debit Card,3,Average quality.,ATM,India,neutral
2406,793,Bank Transfer,5,Average quality.,Gas Station,United Kingdom,positive
2407,792,PayPal,2,Excellent service!,Retail Store,China,negative
2408,524,Credit Card,5,Excellent service!,Bar,Canada,positive
2409,786,Credit Card,5,Terrible experience...,Fitness Center,Australia,positive
2410,271,Credit Card,5,Excellent service!,ATM,China,positive
2411,492,Bank Transfer,2,Average quality.,Gas Station,South Africa,negative
2412,208,Credit Card,2,Excellent service!,Supermarket,Italy,negative
2413,539,PayPal,2,Excellent service!,Amusement Park,Canada,negative
2414,584,Debit Card,5,Terrible experience...,Supermarket,China,positive
2415,60,Bank Transfer,2,Terrible experience...,Retail Store,South Africa,negative
2416,430,Debit Card,3,Average quality.,Supermarket,Mexico,neutral
2417,985,Credit Card,3,Excellent service!,Gas Station,France,neutral
2418,657,Credit Card,2,Excellent service!,Restaurant,USA,negative
2419,605,Credit Card,1,Excellent service!,Hotel,Switzerland,negative
2420,309,PayPal,3,Terrible experience...,Hotel,China,neutral
2421,520,PayPal,5,Average quality.,Supermarket,Canada,positive
2422,591,Bank Transfer,1,Excellent service!,Amusement Park,Singapore,negative
2423,27,Debit Card,5,Excellent service!,Supermarket,Switzerland,positive
2424,686,Credit Card,4,Excellent service!,Supermarket,India,positive
2425,562,Credit Card,4,Excellent service!,Gas Station,Australia,positive
2426,199,Credit Card,4,Average quality.,ATM,Spain,positive
2427,387,Credit Card,2,Average quality.,Online,China,negative
2428,349,PayPal,3,Average quality.,ATM,India,neutral
2429,960,Debit Card,4,Terrible experience...,ATM,Netherlands,positive
2430,940,Debit Card,2,Excellent service!,Cinema,Singapore,negative
2431,693,Bank Transfer,3,Excellent service!,ATM,Netherlands,neutral
2432,536,PayPal,1,Excellent service!,Bar,New Zealand,negative
2433,828,Credit Card,4,Excellent service!,Bar,Netherlands,positive
2434,378,Debit Card,3,Average quality.,ATM,New Zealand,neutral
2435,899,Debit Card,3,Terrible experience...,Amusement Park,Netherlands,neutral
2436,916,PayPal,1,Terrible experience...,Amusement Park,Germany,negative
2437,558,Bank Transfer,5,Excellent service!,Fitness Center,Spain,positive
2438,527,Bank Transfer,2,Average quality.,Supermarket,Italy,negative
2439,153,Credit Card,4,Terrible experience...,Fitness Center,Netherlands,positive
2440,734,Bank Transfer,3,Terrible experience...,Bar,Sweden,neutral
2441,206,Debit Card,4,Excellent service!,Bar,Switzerland,positive
2442,455,Bank Transfer,2,Terrible experience...,Amusement Park,USA,negative
2443,273,Credit Card,4,Excellent service!,Amusement Park,Mexico,positive
