transaction_id,customer_id,amount,time_of_day,point_of_transaction,country,flagged_transaction
1281,425,13,1,Retail Store,France,not_fraud
1282,613,37,2,Gas Station,Japan,not_fraud
1283,518,16,18,Online,Russia,fraud
1284,692,57,0,Cinema,Russia,not_fraud
1285,282,149,20,Online,Switzerland,fraud
1286,320,64,20,ATM,South Africa,fraud
1287,738,13,9,Retail Store,Canada,not_fraud
1288,443,31,20,Online,Germany,fraud
1289,952,49,13,Gas Station,Japan,not_fraud
1290,315,35,12,Hotel,Singapore,not_fraud
1291,877,99,8,Fitness Center,Switzerland,not_fraud
1292,966,94,5,Museum,Australia,not_fraud
1293,741,57,5,Museum,United Kingdom,not_fraud
1294,377,33,18,ATM,Singapore,fraud
1295,289,24,20,Gas Station,China,not_fraud
1296,437,15,9,Online,Japan,fraud
1297,662,31,22,Amusement Park,USA,not_fraud
1298,277,36,2,Online,China,fraud
1299,710,66,17,Hotel,Singapore,not_fraud
1300,582,63,20,ATM,Switzerland,fraud
1301,503,13,18,ATM,New Zealand,fraud
1302,624,35,4,Fitness Center,United Kingdom,not_fraud
1303,516,20,10,Amusement Park,Netherlands,not_fraud
1304,350,18,9,Museum,Sweden,not_fraud
1305,843,97,16,Hotel,France,not_fraud
1306,446,1012,3,Museum,Singapore,fraud
1307,830,37,20,Bar,Sweden,not_fraud
1308,350,19,17,Fitness Center,South Africa,not_fraud
1309,607,115,17,Gas Station,Sweden,not_fraud
1310,664,50,0,Bar,Germany,not_fraud
1311,823,23,13,Cinema,Canada,not_fraud
1312,137,44,7,Restaurant,China,not_fraud
1313,759,75,1,Museum,France,not_fraud
1314,899,168,18,Fitness Center,Singapore,not_fraud
1315,243,22,14,Supermarket,Canada,not_fraud
1316,543,118,1,Restaurant,Netherlands,not_fraud
1317,40,146,3,Supermarket,Canada,not_fraud
1318,229,134,0,Museum,New Zealand,not_fraud
1319,548,60,18,Bar,Italy,not_fraud
1320,920,59,20,Online,China,fraud
1321,223,1035,9,Hotel,Switzerland,not_fraud
1322,6,79,0,Online,India,fraud
1323,322,47,19,Amusement Park,New Zealand,not_fraud
1324,468,66,21,Gas Station,Spain,not_fraud
1325,732,37,14,Supermarket,Japan,not_fraud
1326,75,75,3,Amusement Park,Italy,not_fraud
1327,4,96,6,Online,Netherlands,fraud
1328,847,17,6,Retail Store,Canada,not_fraud
1329,646,99,21,Restaurant,United Kingdom,not_fraud
1330,118,48,17,ATM,USA,fraud
1331,881,103,12,Restaurant,Japan,not_fraud
1332,606,38,9,Fitness Center,China,not_fraud
1333,504,33,23,Amusement Park,Switzerland,not_fraud
1334,998,133,7,Museum,USA,not_fraud
1335,947,24,9,Fitness Center,Switzerland,not_fraud
1336,574,102,13,Restaurant,China,not_fraud
1337,441,43,13,Gas Station,Australia,not_fraud
1338,194,46,19,ATM,Spain,fraud
1339,847,28,21,Amusement Park,New Zealand,not_fraud
1340,715,52,10,Cinema,Spain,not_fraud
1341,392,29,5,ATM,Singapore,fraud
1342,26,12,20,Restaurant,Switzerland,not_fraud
1343,435,1025,0,Hotel,Brazil,fraud
1344,173,10,18,Hotel,South Africa,not_fraud
1345,300,201,6,Museum,USA,not_fraud
1346,645,178,23,Restaurant,New Zealand,not_fraud
1347,326,35,17,Museum,Italy,not_fraud
1348,410,75,2,Supermarket,New Zealand,not_fraud
1349,118,31,19,Cinema,Italy,not_fraud
1350,836,65,10,Fitness Center,Switzerland,not_fraud
1351,787,91,4,Museum,Netherlands,not_fraud
1352,724,156,18,Online,Canada,fraud
1353,225,35,20,ATM,Russia,fraud
1354,532,86,23,Supermarket,Japan,not_fraud
1355,113,25,23,Supermarket,China,not_fraud
1356,140,241,1,Bar,France,not_fraud
1357,559,11,21,Fitness Center,Sweden,not_fraud
1358,1,56,3,Retail Store,India,not_fraud
1359,90,63,9,Supermarket,Netherlands,not_fraud
1360,654,68,1,ATM,France,fraud
1361,320,16,7,Museum,China,not_fraud
1362,550,149,0,Fitness Center,Germany,not_fraud
1363,805,19,5,Supermarket,New Zealand,not_fraud
1364,894,58,10,Retail Store,Japan,not_fraud
1365,139,22,9,Amusement Park,Canada,not_fraud
1366,511,28,12,Cinema,Sweden,not_fraud
1367,868,1049,0,Restaurant,Germany,fraud
1368,845,36,1,Museum,Japan,not_fraud
1369,259,18,2,Fitness Center,Germany,not_fraud
1370,673,19,8,Hotel,Sweden,not_fraud
1371,902,37,4,Hotel,Spain,not_fraud
1372,690,80,9,Gas Station,United Kingdom,not_fraud
1373,10,124,9,Bar,Italy,not_fraud
1374,261,1014,11,Supermarket,Netherlands,not_fraud
1375,919,34,17,Gas Station,United Kingdom,not_fraud
1376,650,15,20,Online,Russia,fraud
1377,172,10,20,Gas Station,USA,not_fraud
1378,898,64,0,ATM,Switzerland,fraud
1379,13,56,2,Hotel,Japan,not_fraud
1380,168,18,4,Bar,Netherlands,not_fraud
1381,642,23,16,Bar,Sweden,not_fraud
1382,596,11,7,Restaurant,Russia,not_fraud
1383,321,100,16,Supermarket,Italy,not_fraud
1384,319,193,8,Museum,Japan,not_fraud
1385,613,17,5,Supermarket,Brazil,not_fraud
1386,329,23,16,Fitness Center,France,not_fraud
1387,785,111,7,Supermarket,USA,not_fraud
1388,777,140,20,Bar,Russia,not_fraud
1389,971,37,6,Online,China,fraud
1390,911,12,6,Bar,Italy,not_fraud
1391,920,12,14,Museum,Italy,not_fraud
1392,550,52,6,Fitness Center,India,not_fraud
1393,419,34,21,Fitness Center,Spain,not_fraud
1394,606,1011,7,Gas Station,United Kingdom,fraud
1395,95,53,8,Hotel,Russia,not_fraud
1396,817,10,14,Supermarket,Brazil,not_fraud
1397,581,87,1,Hotel,United Kingdom,not_fraud
1398,318,28,6,Retail Store,Netherlands,not_fraud
1399,956,12,14,Museum,Russia,not_fraud
1400,236,54,17,Museum,Brazil,not_fraud
1401,946,35,21,Supermarket,Italy,not_fraud
1402,334,192,17,Gas Station,Australia,not_fraud
1403,885,49,9,Retail Store,Russia,not_fraud
1404,376,26,21,Cinema,Sweden,not_fraud
1405,459,71,17,Gas Station,Mexico,not_fraud
1406,137,25,0,Museum,Germany,not_fraud
1407,930,127,6,Cinema,Spain,not_fraud
1408,588,33,2,Bar,Singapore,not_fraud
1409,995,49,13,Hotel,Brazil,not_fraud
1410,547,12,11,Online,France,fraud
1411,513,37,13,Fitness Center,United Kingdom,not_fraud
1412,296,99,3,Bar,South Africa,not_fraud
1413,320,91,12,Fitness Center,France,not_fraud
1414,918,22,15,Hotel,Spain,not_fraud
1415,572,22,15,Cinema,Mexico,not_fraud
1416,832,94,21,Online,Switzerland,fraud
1417,349,143,4,Bar,New Zealand,not_fraud
1418,840,15,19,Amusement Park,Germany,not_fraud
1419,779,39,5,Amusement Park,India,not_fraud
1420,873,30,5,Amusement Park,Switzerland,not_fraud
1421,229,112,17,ATM,Russia,fraud
1422,270,14,5,Fitness Center,Italy,not_fraud
1423,828,21,6,Fitness Center,Japan,not_fraud
1424,798,79,23,Online,Brazil,fraud
1425,291,12,23,Fitness Center,Mexico,not_fraud
1426,725,43,15,Gas Station,Switzerland,not_fraud
1427,165,39,8,Cinema,Canada,not_fraud
1428,5,30,12,Restaurant,Japan,not_fraud
1429,851,35,11,Fitness Center,Brazil,not_fraud
1430,379,47,18,Retail Store,USA,not_fraud
1431,78,18,22,Supermarket,China,not_fraud
1432,410,1052,22,Supermarket,Switzerland,not_fraud
1433,574,91,0,Gas Station,South Africa,not_fraud
1434,132,81,7,Bar,Germany,not_fraud
1435,601,18,3,Retail Store,Russia,not_fraud
1436,749,18,20,Cinema,New Zealand,not_fraud
1437,42,25,21,Fitness Center,Australia,not_fraud
1438,89,32,18,Amusement Park,Canada,not_fraud
1439,402,36,20,Museum,United Kingdom,not_fraud
1440,296,66,4,Restaurant,Russia,not_fraud
1441,840,12,16,Gas Station,United Kingdom,not_fraud
1442,295,11,2,Hotel,Mexico,not_fraud
1443,616,34,18,Online,France,fraud
1444,526,69,0,Fitness Center,Australia,not_fraud
1445,800,20,22,Retail Store,Germany,not_fraud
1446,691,61,0,Museum,Australia,not_fraud
1447,637,25,22,Retail Store,China,not_fraud
1448,422,118,19,Amusement Park,Germany,not_fraud
1449,865,123,8,Retail Store,Australia,not_fraud
1450,23,27,22,Online,India,fraud
1451,575,23,4,Cinema,Russia,not_fraud
1452,143,36,6,Gas Station,Canada,not_fraud
1453,993,23,5,Cinema,New Zealand,not_fraud
1454,665,65,16,Hotel,India,not_fraud
1455,145,97,21,Retail Store,Germany,not_fraud
1456,225,65,16,Fitness Center,Russia,not_fraud
1457,503,1096,12,Supermarket,France,not_fraud
1458,962,35,11,Cinema,Mexico,not_fraud
1459,974,18,3,Hotel,USA,not_fraud
1460,821,76,7,Bar,Singapore,not_fraud
1461,616,32,4,Gas Station,Netherlands,not_fraud
1462,104,65,4,ATM,Switzerland,fraud
1463,947,25,12,Hotel,Italy,not_fraud
1464,39,14,10,Supermarket,USA,not_fraud
1465,947,255,7,Restaurant,New Zealand,not_fraud
1466,198,18,7,Cinema,Italy,not_fraud
1467,646,232,0,Cinema,Canada,not_fraud
1468,579,199,12,Online,USA,fraud
1469,391,88,4,Restaurant,USA,not_fraud
1470,179,63,20,Restaurant,USA,not_fraud
1471,968,53,7,Retail Store,Italy,not_fraud
1472,554,110,16,ATM,Brazil,fraud
1473,448,27,22,Online,Japan,fraud
1474,500,41,22,Fitness Center,Switzerland,not_fraud
1475,15,58,12,Cinema,Japan,not_fraud
1476,623,1036,8,Retail Store,China,not_fraud
1477,669,37,1,Online,USA,fraud
1478,289,30,18,Cinema,India,not_fraud
1479,478,51,19,Supermarket,Russia,not_fraud
1480,231,105,16,Amusement Park,Russia,not_fraud
1481,923,21,6,Fitness Center,Singapore,not_fraud
1482,420,146,2,Bar,Brazil,not_fraud
1483,157,68,18,ATM,Italy,fraud
1484,550,96,18,Amusement Park,Sweden,not_fraud
1485,441,50,23,Fitness Center,Netherlands,not_fraud
1486,97,85,8,Hotel,Australia,not_fraud
1487,997,10,9,Cinema,Japan,not_fraud
1488,411,95,13,Restaurant,Spain,not_fraud
1489,951,1012,17,Restaurant,Singapore,fraud
1490,289,120,14,Cinema,Russia,not_fraud
1491,254,1251,0,Fitness Center,India,fraud
1492,196,27,5,Bar,South Africa,not_fraud
1493,598,21,14,Amusement Park,Sweden,not_fraud
1494,834,1082,5,ATM,Singapore,fraud
1495,522,24,17,ATM,Germany,fraud
1496,517,110,0,Hotel,Germany,not_fraud
1497,635,15,23,ATM,Germany,fraud
1498,842,16,2,Bar,Netherlands,not_fraud
1499,865,203,16,Gas Station,Netherlands,not_fraud
1500,118,66,15,Amusement Park,China,not_fraud
1501,806,103,7,Amusement Park,Netherlands,not_fraud
1502,909,29,16,Supermarket,Russia,not_fraud
1503,159,66,7,ATM,India,fraud
1504,815,55,16,Bar,Switzerland,not_fraud
1505,228,56,8,Fitness Center,South Africa,not_fraud
1506,877,1067,11,Bar,Canada,not_fraud
1507,216,1052,18,Online,Germany,fraud
1508,948,38,3,Online,France,fraud
1509,696,26,20,Gas Station,Singapore,not_fraud
1510,15,83,21,ATM,Russia,fraud
1511,157,22,10,Amusement Park,New Zealand,not_fraud
1512,648,68,3,Museum,USA,not_fraud
1513,261,23,13,Gas Station,Canada,not_fraud
1514,157,59,13,Gas Station,Japan,not_fraud
1515,47,78,5,ATM,Spain,fraud
1516,324,22,16,Museum,United Kingdom,not_fraud
1517,844,13,1,Hotel,Germany,not_fraud
1518,685,17,7,Bar,Singapore,not_fraud
1519,130,56,3,Restaurant,France,not_fraud
1520,411,1104,9,Bar,Mexico,not_fraud
1521,95,12,6,Restaurant,Germany,not_fraud
1522,627,76,3,Restaurant,China,not_fraud
1523,755,30,15,Bar,Japan,not_fraud
1524,932,42,13,Bar,Brazil,not_fraud
1525,292,142,15,Gas Station,Singapore,not_fraud
1526,794,30,8,Retail Store,Japan,not_fraud
1527,811,41,3,Restaurant,Switzerland,not_fraud
1528,283,10,23,Restaurant,Germany,not_fraud
1529,69,14,5,Bar,Germany,not_fraud
1530,660,24,0,Museum,Mexico,not_fraud
1531,11,11,6,Online,Sweden,fraud
1532,254,59,0,ATM,Germany,fraud
1533,842,37,18,ATM,South Africa,fraud
1534,872,1049,7,Hotel,Brazil,fraud
1535,550,19,2,Supermarket,South Africa,not_fraud
1536,134,27,0,Cinema,Spain,not_fraud
1537,712,64,0,ATM,Germany,fraud
1538,23,178,6,Bar,New Zealand,not_fraud
1539,815,12,20,Museum,Netherlands,not_fraud
1540,346,120,12,Museum,Canada,not_fraud
1541,302,53,0,Fitness Center,United Kingdom,not_fraud
1542,363,51,15,Amusement Park,Russia,not_fraud
1543,396,44,21,Museum,France,not_fraud
1544,218,13,21,ATM,India,fraud
1545,141,14,13,ATM,Australia,fraud
1546,616,55,3,Online,France,fraud
1547,958,30,22,Cinema,Spain,not_fraud
1548,210,134,22,Fitness Center,India,not_fraud
1549,985,36,11,ATM,South Africa,fraud
1550,993,17,11,Bar,India,not_fraud
1551,623,72,16,Cinema,United Kingdom,not_fraud
1552,616,27,20,Fitness Center,India,not_fraud
1553,828,1047,14,Bar,France,not_fraud
1554,683,69,9,Fitness Center,Australia,not_fraud
1555,460,125,2,Restaurant,Italy,not_fraud
1556,356,88,22,Restaurant,India,not_fraud
1557,324,66,19,Hotel,Brazil,not_fraud
1558,133,66,19,Restaurant,Mexico,not_fraud
1559,888,155,11,Online,Netherlands,fraud
1560,805,27,0,Cinema,United Kingdom,not_fraud
1561,840,10,0,Amusement Park,Germany,not_fraud
1562,127,25,9,Cinema,China,not_fraud
1563,106,22,17,Restaurant,Japan,not_fraud
1564,604,64,14,Hotel,Germany,not_fraud
1565,799,60,1,Restaurant,Brazil,not_fraud
1566,378,55,16,Online,Australia,fraud
1567,905,10,7,Hotel,Japan,not_fraud
1568,51,75,21,Retail Store,China,not_fraud
1569,29,29,21,Online,Canada,fraud
1570,462,64,8,Amusement Park,Germany,not_fraud
1571,296,50,20,Online,Brazil,fraud
1572,297,30,19,Fitness Center,France,not_fraud
1573,726,17,10,Hotel,South Africa,not_fraud
1574,779,14,5,Fitness Center,Netherlands,not_fraud
1575,407,99,23,Online,Singapore,fraud
1576,769,135,13,Bar,Mexico,not_fraud
1577,814,62,0,Restaurant,USA,not_fraud
1578,613,15,6,Museum,China,not_fraud
1579,405,35,23,Restaurant,South Africa,not_fraud
1580,346,75,8,Gas Station,Sweden,not_fraud
1581,622,85,10,Museum,Italy,not_fraud
1582,420,16,23,Restaurant,India,not_fraud
1583,182,10,22,Online,Singapore,fraud
1584,983,72,15,Restaurant,Germany,not_fraud
1585,825,32,18,Bar,Brazil,not_fraud
1586,1,24,1,Gas Station,Brazil,not_fraud
1587,831,10,14,Supermarket,Netherlands,not_fraud
1588,950,1048,2,Online,China,fraud
1589,567,105,3,Bar,India,not_fraud
1590,371,168,19,Amusement Park,United Kingdom,not_fraud
1591,936,51,21,Restaurant,Brazil,not_fraud
1592,911,46,6,Supermarket,China,not_fraud
1593,661,14,11,Retail Store,Canada,not_fraud
1594,431,49,3,ATM,South Africa,fraud
1595,969,33,9,Retail Store,Italy,not_fraud
1596,309,56,5,Supermarket,Mexico,not_fraud
1597,137,34,21,Hotel,India,not_fraud
1598,202,23,13,Fitness Center,Switzerland,not_fraud
1599,436,14,2,Online,Spain,fraud
1600,313,28,16,Bar,United Kingdom,not_fraud
1601,117,15,10,Hotel,South Africa,not_fraud
1602,666,19,9,Hotel,France,fraud
1603,937,228,20,Museum,Spain,not_fraud
1604,803,39,9,ATM,Japan,fraud
1605,575,47,9,Online,Switzerland,fraud
1606,244,113,2,Cinema,Singapore,not_fraud
1607,537,1280,23,Restaurant,Switzerland,not_fraud
1608,602,53,14,Online,United Kingdom,fraud
1609,75,93,16,Gas Station,France,not_fraud
1610,806,29,17,Gas Station,South Africa,not_fraud
1611,386,28,18,Bar,Mexico,not_fraud
1612,903,35,18,ATM,Germany,fraud
1613,210,65,11,Restaurant,United Kingdom,not_fraud
1614,475,67,23,Supermarket,South Africa,not_fraud
1615,418,28,4,Supermarket,United Kingdom,not_fraud
1616,347,17,23,Fitness Center,Japan,not_fraud
1617,529,1060,15,Online,India,fraud
1618,640,16,14,Fitness Center,South Africa,not_fraud
1619,939,53,14,Hotel,Netherlands,not_fraud
1620,955,69,5,Amusement Park,Spain,not_fraud
1621,876,70,11,Supermarket,France,not_fraud
1622,763,80,1,Supermarket,Netherlands,not_fraud
1623,179,113,19,Museum,Spain,fraud
1624,182,44,8,Museum,Netherlands,not_fraud
1625,664,75,3,ATM,India,fraud
1626,25,58,4,ATM,Singapore,fraud
1627,967,20,20,Supermarket,Germany,not_fraud
1628,180,11,7,Museum,Brazil,not_fraud
1629,710,26,21,Gas Station,Mexico,not_fraud
1630,501,39,9,Bar,Netherlands,not_fraud
1631,856,57,6,Cinema,Singapore,not_fraud
1632,161,104,21,Amusement Park,Mexico,not_fraud
1633,177,1020,13,Hotel,Australia,not_fraud
1634,285,16,4,Restaurant,South Africa,fraud
1635,63,175,15,Fitness Center,France,not_fraud
1636,662,15,14,Bar,Brazil,not_fraud
1637,666,42,4,Cinema,Italy,not_fraud
1638,156,54,2,Restaurant,United Kingdom,not_fraud
1639,882,48,22,Cinema,China,not_fraud
1640,469,14,9,Gas Station,Spain,not_fraud
1641,49,12,4,ATM,New Zealand,fraud
1642,967,15,22,Cinema,New Zealand,not_fraud
1643,849,54,14,Hotel,Germany,not_fraud
1644,84,49,17,Cinema,Russia,not_fraud
1645,361,23,7,Gas Station,Mexico,not_fraud
1646,689,60,20,Bar,Australia,not_fraud
1647,148,95,1,Supermarket,France,not_fraud
1648,630,12,21,Bar,Italy,not_fraud
1649,342,1044,7,Gas Station,Australia,fraud
1650,476,68,22,Cinema,Canada,not_fraud
1651,63,24,7,Amusement Park,Japan,not_fraud
1652,701,28,3,Gas Station,New Zealand,not_fraud
1653,360,57,18,Gas Station,Switzerland,not_fraud
1654,561,124,22,Bar,Russia,not_fraud
1655,327,93,17,Cinema,South Africa,not_fraud
1656,769,53,20,Cinema,Canada,not_fraud
1657,736,75,22,Cinema,Sweden,not_fraud
1658,141,32,0,Restaurant,Singapore,not_fraud
1659,990,61,19,Restaurant,Germany,not_fraud
1660,215,41,14,Gas Station,Mexico,not_fraud
1661,435,20,17,Retail Store,Netherlands,not_fraud
1662,891,70,21,Cinema,United Kingdom,not_fraud
1663,952,50,11,Retail Store,Germany,not_fraud
1664,723,32,0,Fitness Center,China,not_fraud
1665,318,131,6,Amusement Park,Russia,not_fraud
1666,32,11,18,Museum,Netherlands,not_fraud
1667,670,28,0,Museum,Switzerland,not_fraud
1668,285,12,23,Restaurant,Germany,not_fraud
1669,305,82,6,Museum,China,fraud
1670,429,70,1,Retail Store,Netherlands,not_fraud
1671,477,30,6,Online,Japan,fraud
1672,286,66,18,Amusement Park,Japan,not_fraud
1673,144,35,12,Online,Switzerland,fraud
1674,424,80,23,Fitness Center,Brazil,not_fraud
1675,19,1040,4,Cinema,China,fraud
1676,18,36,22,Amusement Park,France,not_fraud
1677,769,146,18,ATM,New Zealand,fraud
1678,590,24,0,Cinema,Brazil,not_fraud
1679,371,16,0,Online,Sweden,fraud
1680,175,53,17,Museum,Singapore,not_fraud
1681,194,184,23,ATM,Spain,fraud
1682,502,33,0,Cinema,Canada,not_fraud
1683,988,13,4,ATM,Switzerland,fraud
1684,113,30,8,Online,Mexico,fraud
1685,114,45,11,Supermarket,Germany,not_fraud
1686,222,18,8,ATM,India,fraud
1687,678,63,17,Cinema,Australia,not_fraud
1688,947,314,22,ATM,USA,fraud
1689,831,40,10,Restaurant,Australia,not_fraud
1690,644,31,0,Hotel,Australia,not_fraud
1691,897,35,18,Gas Station,Japan,not_fraud
1692,264,16,21,Restaurant,Brazil,not_fraud
1693,925,117,9,Amusement Park,China,fraud
1694,55,36,1,ATM,Mexico,fraud
1695,871,34,6,Online,New Zealand,fraud
1696,643,63,19,Gas Station,Italy,fraud
1697,800,1039,1,Supermarket,Japan,fraud
1698,778,62,18,Hotel,Mexico,not_fraud
1699,458,13,5,Restaurant,India,not_fraud
1700,979,94,9,Amusement Park,Sweden,not_fraud
1701,878,151,8,Online,New Zealand,fraud
1702,162,62,7,Supermarket,China,not_fraud
1703,380,164,10,Restaurant,Australia,not_fraud
1704,993,18,8,Bar,France,not_fraud
1705,87,42,19,Fitness Center,USA,not_fraud
1706,55,56,19,Hotel,Canada,not_fraud
1707,476,53,8,Fitness Center,Sweden,not_fraud
1708,800,35,7,Gas Station,Netherlands,not_fraud
1709,178,30,14,Online,South Africa,fraud
1710,391,16,1,Retail Store,Italy,not_fraud
1711,349,34,23,Restaurant,China,not_fraud
1712,8,18,0,Gas Station,Brazil,not_fraud
1713,833,76,8,Retail Store,United Kingdom,not_fraud
1714,313,21,8,Supermarket,Brazil,not_fraud
1715,759,13,12,Restaurant,Switzerland,not_fraud
1716,835,50,7,Retail Store,Italy,not_fraud
1717,984,55,20,Gas Station,France,not_fraud
1718,983,112,4,Museum,Mexico,not_fraud
1719,443,53,2,Gas Station,Japan,not_fraud
1720,767,31,20,Cinema,Sweden,not_fraud
1721,328,91,3,Bar,Canada,not_fraud
1722,54,48,16,Supermarket,Canada,not_fraud
1723,761,14,15,ATM,France,fraud
1724,239,51,15,Restaurant,Netherlands,not_fraud
1725,229,129,19,Bar,USA,not_fraud
1726,579,35,2,Restaurant,Singapore,not_fraud
1727,51,27,5,ATM,China,fraud
1728,609,17,0,Retail Store,China,not_fraud
1729,604,18,20,Museum,Canada,not_fraud
1730,264,38,15,Supermarket,Russia,not_fraud
1731,418,55,14,Bar,Japan,not_fraud
1732,803,14,6,Supermarket,New Zealand,not_fraud
1733,96,150,1,Museum,Netherlands,not_fraud
1734,88,80,9,Hotel,Canada,not_fraud
1735,78,54,14,Supermarket,Canada,not_fraud
1736,288,98,5,Fitness Center,New Zealand,not_fraud
1737,120,14,1,Cinema,France,not_fraud
1738,814,42,23,Retail Store,Netherlands,not_fraud
1739,491,59,23,ATM,South Africa,fraud
1740,912,98,16,Amusement Park,Canada,not_fraud
1741,452,86,0,Museum,Canada,not_fraud
1742,500,26,0,Hotel,Germany,not_fraud
1743,165,151,3,Hotel,Italy,not_fraud
1744,182,16,19,Bar,United Kingdom,not_fraud
1745,469,114,15,Supermarket,Russia,not_fraud
1746,910,186,7,Cinema,Switzerland,not_fraud
1747,735,19,0,Retail Store,Canada,not_fraud
1748,823,74,18,Fitness Center,South Africa,not_fraud
1749,944,12,10,Amusement Park,Japan,not_fraud
1750,978,35,16,Bar,Switzerland,not_fraud
1751,7,46,9,Gas Station,Netherlands,not_fraud
1752,330,53,11,Retail Store,Switzerland,not_fraud
1753,775,147,8,Restaurant,Sweden,not_fraud
1754,673,65,6,Bar,Canada,not_fraud
1755,151,42,11,Bar,United Kingdom,not_fraud
1756,85,92,14,Restaurant,Mexico,not_fraud
1757,147,160,7,Bar,South Africa,not_fraud
1758,624,11,16,Amusement Park,Italy,not_fraud
1759,381,212,4,Online,Australia,fraud
1760,915,14,13,Supermarket,Spain,not_fraud
1761,548,94,1,Amusement Park,Canada,not_fraud
1762,285,26,15,Hotel,Spain,not_fraud
1763,700,17,16,Bar,South Africa,not_fraud
1764,82,38,2,Hotel,China,not_fraud
1765,514,61,22,Fitness Center,Netherlands,not_fraud
1766,897,33,0,Online,Mexico,fraud
1767,815,12,17,Supermarket,Australia,not_fraud
1768,709,1055,17,Retail Store,Brazil,not_fraud
1769,916,126,3,Retail Store,Russia,not_fraud
1770,523,34,14,Restaurant,China,not_fraud
1771,746,22,18,Retail Store,Netherlands,not_fraud
1772,386,39,18,Fitness Center,Switzerland,not_fraud
1773,707,12,9,Fitness Center,Mexico,not_fraud
1774,471,95,4,Restaurant,Brazil,not_fraud
1775,119,97,18,Bar,Italy,not_fraud
1776,396,54,10,Hotel,Sweden,not_fraud
1777,532,1031,6,Amusement Park,New Zealand,fraud
1778,261,90,4,Bar,Spain,not_fraud
1779,805,50,19,Online,Mexico,fraud
1780,934,97,11,Amusement Park,USA,not_fraud
1781,256,59,18,Cinema,India,not_fraud
1782,734,86,14,Hotel,Canada,not_fraud
1783,905,55,11,Museum,Spain,not_fraud
1784,226,36,3,Museum,Spain,not_fraud
1785,53,168,11,Hotel,Sweden,not_fraud
1786,940,48,17,Bar,Netherlands,not_fraud
1787,867,56,16,Fitness Center,Sweden,not_fraud
1788,500,22,18,Gas Station,USA,not_fraud
1789,506,59,15,Gas Station,South Africa,not_fraud
1790,854,52,10,ATM,Russia,fraud
1791,364,20,1,Museum,United Kingdom,not_fraud
1792,280,13,15,Cinema,Japan,not_fraud
1793,593,56,0,Retail Store,New Zealand,not_fraud
1794,714,82,16,Fitness Center,Russia,not_fraud
1795,158,47,17,Cinema,Netherlands,not_fraud
1796,632,22,12,Museum,China,not_fraud
1797,59,64,4,Online,Australia,fraud
1798,727,14,23,Hotel,Japan,not_fraud
1799,128,39,5,Cinema,New Zealand,not_fraud
1800,736,18,0,Hotel,Russia,not_fraud
1801,721,20,9,Bar,China,not_fraud
1802,882,21,4,Amusement Park,South Africa,not_fraud
1803,115,34,0,Restaurant,Singapore,not_fraud
1804,209,12,22,Museum,Italy,not_fraud
1805,526,35,10,Retail Store,Netherlands,not_fraud
1806,521,45,23,Gas Station,South Africa,not_fraud
1807,552,43,23,Online,France,fraud
1808,962,34,6,Restaurant,Netherlands,not_fraud
1809,237,1101,17,Restaurant,Spain,not_fraud
1810,281,17,20,Amusement Park,Russia,not_fraud
1811,359,45,19,Bar,Germany,not_fraud
1812,201,13,20,Supermarket,Netherlands,not_fraud
1813,758,13,9,Bar,United Kingdom,not_fraud
1814,278,52,14,Online,Sweden,fraud
1815,235,51,3,ATM,Brazil,fraud
1816,494,115,15,Bar,Italy,not_fraud
1817,4,50,14,Bar,Canada,not_fraud
1818,666,170,14,Amusement Park,New Zealand,not_fraud
1819,442,12,11,Restaurant,New Zealand,not_fraud
1820,29,1015,7,Cinema,United Kingdom,fraud
1821,109,1012,7,Cinema,Mexico,fraud
1822,610,20,17,Fitness Center,Canada,not_fraud
1823,727,48,5,ATM,Russia,fraud
1824,805,61,4,Hotel,Japan,not_fraud
1825,75,12,1,Bar,Brazil,not_fraud
1826,838,155,11,Fitness Center,Canada,not_fraud
1827,146,102,3,ATM,Russia,fraud
1828,128,27,22,Hotel,Brazil,not_fraud
1829,853,14,12,Restaurant,Netherlands,not_fraud
1830,42,19,16,Hotel,South Africa,not_fraud
1831,356,16,15,ATM,Netherlands,fraud
1832,41,16,8,Online,Brazil,fraud
1833,934,46,0,Hotel,Sweden,not_fraud
1834,34,24,14,Restaurant,France,not_fraud
1835,17,32,11,ATM,Spain,fraud
1836,677,237,4,Gas Station,Mexico,not_fraud
1837,153,67,22,Online,New Zealand,fraud
1838,998,158,23,Fitness Center,France,not_fraud
1839,378,17,17,Hotel,United Kingdom,not_fraud
1840,588,34,19,Amusement Park,Singapore,not_fraud
1841,599,50,1,Supermarket,Japan,not_fraud
1842,629,13,3,Museum,Japan,not_fraud
1843,874,10,14,Supermarket,Mexico,not_fraud
1844,342,65,5,Hotel,South Africa,not_fraud
1845,981,61,21,Supermarket,Netherlands,not_fraud
1846,27,36,11,Cinema,United Kingdom,not_fraud
1847,825,43,17,Hotel,Singapore,not_fraud
1848,287,1036,19,Gas Station,Netherlands,not_fraud
1849,646,11,3,Retail Store,Australia,not_fraud
1850,731,30,0,Bar,Canada,not_fraud
1851,168,19,14,Supermarket,Netherlands,not_fraud
1852,610,15,17,Retail Store,Spain,not_fraud
1853,268,167,13,Restaurant,India,not_fraud
1854,749,55,2,Hotel,Japan,not_fraud
1855,821,75,14,Amusement Park,Russia,not_fraud
