review_id,customer_id,payment_method,rating,review_text
1281,425,Debit Card,5,Terrible experience...
1282,613,PayPal,4,Excellent service!
1283,518,Debit Card,5,Average quality.
1284,692,PayPal,3,Terrible experience...
1285,282,Credit Card,4,Average quality.
1286,320,PayPal,3,Excellent service!
1287,738,Debit Card,5,Excellent service!
1288,443,Debit Card,3,Excellent service!
1289,952,PayPal,4,Terrible experience...
1290,315,Debit Card,4,Terrible experience...
1291,877,Debit Card,3,Terrible experience...
1292,966,Credit Card,4,Terrible experience...
1293,741,PayPal,4,Excellent service!
1294,377,PayPal,3,Excellent service!
1295,289,PayPal,5,Excellent service!
1296,437,Debit Card,4,Terrible experience...
1297,662,PayPal,4,Terrible experience...
1298,277,PayPal,4,Excellent service!
1299,710,Credit Card,4,Excellent service!
1300,582,Credit Card,3,Terrible experience...
1301,503,Credit Card,5,Average quality.
1302,624,Debit Card,5,Excellent service!
1303,516,PayPal,1,Excellent service!
1304,350,Credit Card,4,Excellent service!
1305,843,Credit Card,4,Terrible experience...
1306,446,Credit Card,1,Excellent service!
1307,830,PayPal,5,Excellent service!
1308,350,PayPal,2,Excellent service!
1309,607,PayPal,2,Excellent service!
1310,664,Debit Card,5,Excellent service!
1311,823,Debit Card,4,Average quality.
1312,137,Credit Card,2,Average quality.
1313,759,PayPal,3,Excellent service!
1314,899,Credit Card,3,Excellent service!
1315,243,PayPal,1,Excellent service!
1316,543,PayPal,5,Excellent service!
1317,40,PayPal,5,Terrible experience...
1318,229,Debit Card,2,Terrible experience...
1319,548,Debit Card,4,Terrible experience...
1320,920,PayPal,5,Average quality.
1321,223,Credit Card,2,Excellent service!
1322,6,PayPal,2,Terrible experience...
1323,322,PayPal,5,Excellent service!
1324,468,Credit Card,2,Excellent service!
1325,732,PayPal,1,Average quality.
1326,75,Credit Card,1,Average quality.
1327,4,Debit Card,5,Terrible experience...
1328,847,Debit Card,4,Terrible experience...
1329,646,Credit Card,1,Average quality.
1330,118,Debit Card,1,Average quality.
1331,881,Debit Card,5,Excellent service!
1332,606,Credit Card,3,Excellent service!
1333,504,Debit Card,2,Terrible experience...
1334,998,PayPal,1,Terrible experience...
1335,947,PayPal,3,Average quality.
1336,574,Credit Card,4,Terrible experience...
1337,441,Debit Card,3,Excellent service!
1338,194,PayPal,5,Average quality.
1339,847,PayPal,4,Excellent service!
1340,715,Debit Card,4,Average quality.
1341,392,Debit Card,3,Average quality.
1342,26,PayPal,5,Excellent service!
1343,435,PayPal,1,Terrible experience...
1344,173,Credit Card,3,Terrible experience...
1345,300,Credit Card,1,Terrible experience...
1346,645,PayPal,3,Terrible experience...
1347,326,Credit Card,1,Excellent service!
1348,410,PayPal,3,Average quality.
1349,118,PayPal,4,Excellent service!
1350,836,Credit Card,2,Terrible experience...
1351,787,Credit Card,4,Terrible experience...
1352,724,Debit Card,1,Excellent service!
1353,225,Debit Card,5,Average quality.
1354,532,Debit Card,4,Excellent service!
1355,113,PayPal,2,Excellent service!
1356,140,Credit Card,1,Excellent service!
1357,559,PayPal,4,Average quality.
1358,1,Credit Card,3,Excellent service!
1359,90,PayPal,5,Excellent service!
1360,654,Debit Card,1,Terrible experience...
1361,320,Debit Card,4,Excellent service!
1362,550,Debit Card,1,Terrible experience...
1363,805,PayPal,3,Terrible experience...
1364,894,Credit Card,2,Terrible experience...
1365,139,Credit Card,4,Average quality.
1366,511,Debit Card,1,Terrible experience...
1367,868,Debit Card,1,Excellent service!
1368,845,Debit Card,1,Excellent service!
1369,259,Debit Card,2,Terrible experience...
1370,673,Credit Card,1,Terrible experience...
1371,902,PayPal,5,Excellent service!
1372,690,PayPal,5,Terrible experience...
1373,10,PayPal,1,Average quality.
1374,261,PayPal,5,Terrible experience...
1375,919,Debit Card,4,Average quality.
1376,650,Debit Card,5,Average quality.
1377,172,Debit Card,1,Average quality.
1378,898,PayPal,3,Terrible experience...
1379,13,Debit Card,4,Average quality.
1380,168,Debit Card,2,Average quality.
1381,642,Credit Card,1,Terrible experience...
1382,596,Credit Card,2,Average quality.
1383,321,Debit Card,3,Terrible experience...
1384,319,Credit Card,2,Excellent service!
1385,613,Credit Card,1,Average quality.
1386,329,Debit Card,1,Terrible experience...
1387,785,Debit Card,3,Excellent service!
1388,777,Debit Card,1,Average quality.
1389,971,Debit Card,3,Average quality.
1390,911,PayPal,3,Terrible experience...
1391,920,PayPal,1,Excellent service!
1392,550,Debit Card,5,Terrible experience...
1393,419,Credit Card,3,Average quality.
1394,606,Debit Card,1,Average quality.
1395,95,Debit Card,5,Average quality.
1396,817,Credit Card,3,Average quality.
1397,581,PayPal,5,Excellent service!
1398,318,Debit Card,4,Excellent service!
1399,956,Debit Card,4,Terrible experience...
1400,236,PayPal,5,Terrible experience...
1401,946,PayPal,3,Terrible experience...
1402,334,Credit Card,1,Average quality.
1403,885,PayPal,2,Terrible experience...
1404,376,PayPal,1,Excellent service!
1405,459,PayPal,2,Terrible experience...
1406,137,Credit Card,2,Terrible experience...
1407,930,PayPal,3,Excellent service!
1408,588,PayPal,5,Excellent service!
1409,995,Credit Card,1,Average quality.
1410,547,PayPal,5,Excellent service!
1411,513,PayPal,4,Excellent service!
1412,296,Credit Card,3,Terrible experience...
1413,320,Debit Card,3,Excellent service!
1414,918,Credit Card,4,Average quality.
1415,572,PayPal,1,Terrible experience...
1416,832,PayPal,4,Average quality.
1417,349,PayPal,1,Excellent service!
1418,840,Credit Card,2,Average quality.
1419,779,PayPal,3,Average quality.
1420,873,PayPal,1,Excellent service!
1421,229,Credit Card,5,Excellent service!
1422,270,Debit Card,5,Terrible experience...
1423,828,Debit Card,3,Terrible experience...
1424,798,PayPal,4,Terrible experience...
1425,291,Credit Card,4,Excellent service!
1426,725,PayPal,1,Average quality.
1427,165,Credit Card,4,Average quality.
1428,5,Credit Card,3,Terrible experience...
1429,851,Debit Card,1,Terrible experience...
1430,379,Debit Card,2,Excellent service!
1431,78,Credit Card,4,Average quality.
1432,410,PayPal,4,Terrible experience...
1433,574,Debit Card,1,Excellent service!
1434,132,PayPal,5,Terrible experience...
1435,601,Debit Card,4,Excellent service!
1436,749,Debit Card,3,Average quality.
1437,42,PayPal,4,Excellent service!
1438,89,Debit Card,2,Terrible experience...
1439,402,Debit Card,4,Terrible experience...
1440,296,PayPal,5,Average quality.
1441,840,Debit Card,4,Average quality.
1442,295,Debit Card,1,Terrible experience...
1443,616,Debit Card,4,Terrible experience...
1444,526,PayPal,5,Terrible experience...
1445,800,Credit Card,1,Average quality.
1446,691,PayPal,3,Terrible experience...
1447,637,Credit Card,1,Average quality.
1448,422,Debit Card,2,Terrible experience...
1449,865,Credit Card,1,Excellent service!
1450,23,PayPal,3,Excellent service!
1451,575,PayPal,4,Terrible experience...
1452,143,Debit Card,1,Excellent service!
1453,993,Credit Card,1,Average quality.
1454,665,Debit Card,1,Excellent service!
1455,145,Debit Card,1,Excellent service!
1456,225,PayPal,3,Average quality.
1457,503,Credit Card,5,Excellent service!
1458,962,Credit Card,5,Excellent service!
1459,974,Credit Card,1,Terrible experience...
1460,821,Credit Card,3,Average quality.
1461,616,Debit Card,3,Average quality.
1462,104,Debit Card,1,Terrible experience...
1463,947,PayPal,2,Terrible experience...
1464,39,Debit Card,1,Excellent service!
1465,947,Debit Card,2,Excellent service!
1466,198,PayPal,1,Excellent service!
1467,646,PayPal,2,Terrible experience...
1468,579,PayPal,2,Average quality.
1469,391,Debit Card,1,Excellent service!
1470,179,Debit Card,2,Terrible experience...
1471,968,PayPal,4,Average quality.
1472,554,PayPal,5,Terrible experience...
1473,448,PayPal,3,Excellent service!
1474,500,Debit Card,2,Terrible experience...
1475,15,Debit Card,2,Terrible experience...
1476,623,Credit Card,3,Terrible experience...
1477,669,Debit Card,2,Terrible experience...
1478,289,Debit Card,3,Average quality.
1479,478,Debit Card,1,Excellent service!
1480,231,PayPal,4,Average quality.
1481,923,Debit Card,4,Terrible experience...
1482,420,PayPal,5,Terrible experience...
1483,157,Credit Card,2,Excellent service!
1484,550,Credit Card,5,Excellent service!
1485,441,PayPal,1,Average quality.
1486,97,PayPal,4,Average quality.
1487,997,PayPal,1,Excellent service!
1488,411,Debit Card,1,Average quality.
1489,951,Credit Card,2,Terrible experience...
1490,289,PayPal,1,Terrible experience...
1491,254,Debit Card,4,Excellent service!
1492,196,Credit Card,5,Average quality.
1493,598,Debit Card,4,Terrible experience...
1494,834,Credit Card,2,Excellent service!
1495,522,Debit Card,4,Average quality.
1496,517,Credit Card,3,Terrible experience...
1497,635,Credit Card,5,Average quality.
1498,842,Debit Card,3,Average quality.
1499,865,PayPal,3,Average quality.
1500,118,Credit Card,2,Excellent service!
1501,806,PayPal,1,Terrible experience...
1502,909,Debit Card,3,Excellent service!
1503,159,PayPal,4,Terrible experience...
1504,815,PayPal,1,Terrible experience...
1505,228,PayPal,4,Excellent service!
1506,877,PayPal,4,Excellent service!
1507,216,PayPal,1,Terrible experience...
1508,948,Credit Card,1,Terrible experience...
1509,696,Credit Card,4,Terrible experience...
1510,15,Credit Card,2,Average quality.
1511,157,Debit Card,5,Terrible experience...
1512,648,PayPal,5,Excellent service!
1513,261,Credit Card,2,Excellent service!
1514,157,Debit Card,1,Excellent service!
1515,47,Credit Card,4,Terrible experience...
1516,324,Credit Card,5,Terrible experience...
1517,844,PayPal,4,Average quality.
1518,685,Debit Card,2,Average quality.
1519,130,PayPal,4,Excellent service!
1520,411,PayPal,2,Average quality.
1521,95,Credit Card,1,Average quality.
1522,627,PayPal,2,Excellent service!
1523,755,Debit Card,2,Terrible experience...
1524,932,PayPal,5,Average quality.
1525,292,PayPal,4,Terrible experience...
1526,794,PayPal,5,Excellent service!
1527,811,Credit Card,3,Excellent service!
1528,283,Debit Card,2,Average quality.
1529,69,Credit Card,3,Excellent service!
1530,660,Credit Card,5,Excellent service!
1531,11,Credit Card,4,Excellent service!
1532,254,Credit Card,5,Average quality.
1533,842,Credit Card,4,Average quality.
1534,872,Debit Card,4,Average quality.
1535,550,PayPal,1,Excellent service!
1536,134,Credit Card,2,Terrible experience...
1537,712,Credit Card,5,Excellent service!
1538,23,Debit Card,4,Average quality.
1539,815,Debit Card,5,Terrible experience...
1540,346,PayPal,5,Terrible experience...
1541,302,Debit Card,4,Average quality.
1542,363,PayPal,3,Terrible experience...
1543,396,Credit Card,2,Terrible experience...
1544,218,Credit Card,2,Average quality.
1545,141,PayPal,1,Terrible experience...
1546,616,Debit Card,1,Terrible experience...
1547,958,PayPal,1,Average quality.
1548,210,Debit Card,2,Terrible experience...
1549,985,Credit Card,3,Terrible experience...
1550,993,Debit Card,2,Terrible experience...
1551,623,PayPal,2,Terrible experience...
1552,616,PayPal,2,Average quality.
1553,828,Credit Card,2,Excellent service!
1554,683,Debit Card,3,Excellent service!
1555,460,Debit Card,1,Terrible experience...
1556,356,Debit Card,5,Average quality.
1557,324,Credit Card,1,Average quality.
1558,133,Debit Card,1,Terrible experience...
1559,888,PayPal,5,Excellent service!
1560,805,Debit Card,2,Terrible experience...
1561,840,Credit Card,3,Average quality.
1562,127,Debit Card,3,Average quality.
1563,106,Debit Card,1,Excellent service!
1564,604,PayPal,5,Average quality.
1565,799,Debit Card,4,Average quality.
1566,378,PayPal,2,Average quality.
1567,905,PayPal,1,Excellent service!
1568,51,Credit Card,3,Average quality.
1569,29,PayPal,5,Terrible experience...
1570,462,PayPal,5,Excellent service!
1571,296,Credit Card,1,Terrible experience...
1572,297,PayPal,4,Terrible experience...
1573,726,Credit Card,3,Excellent service!
1574,779,Debit Card,1,Terrible experience...
1575,407,Credit Card,4,Excellent service!
1576,769,PayPal,5,Terrible experience...
1577,814,Credit Card,2,Excellent service!
1578,613,PayPal,3,Average quality.
1579,405,Debit Card,3,Average quality.
1580,346,Credit Card,4,Terrible experience...
1581,622,Debit Card,1,Average quality.
1582,420,PayPal,5,Excellent service!
1583,182,PayPal,4,Terrible experience...
1584,983,Debit Card,2,Average quality.
1585,825,Credit Card,2,Average quality.
1586,1,Credit Card,2,Terrible experience...
1587,831,PayPal,4,Average quality.
1588,950,Debit Card,5,Average quality.
1589,567,Debit Card,3,Terrible experience...
1590,371,Credit Card,1,Average quality.
1591,936,Credit Card,3,Average quality.
1592,911,Credit Card,5,Average quality.
1593,661,Debit Card,3,Average quality.
1594,431,Credit Card,4,Terrible experience...
1595,969,Credit Card,2,Excellent service!
1596,309,PayPal,5,Excellent service!
1597,137,Credit Card,5,Average quality.
1598,202,Credit Card,3,Average quality.
1599,436,Debit Card,4,Excellent service!
1600,313,Debit Card,3,Average quality.
1601,117,PayPal,3,Excellent service!
1602,666,Credit Card,5,Terrible experience...
1603,937,PayPal,3,Terrible experience...
1604,803,Debit Card,2,Terrible experience...
1605,575,PayPal,3,Terrible experience...
1606,244,Debit Card,2,Terrible experience...
1607,537,PayPal,5,Terrible experience...
1608,602,PayPal,4,Excellent service!
1609,75,Credit Card,2,Average quality.
1610,806,PayPal,4,Excellent service!
1611,386,Credit Card,4,Terrible experience...
1612,903,Credit Card,2,Average quality.
1613,210,Credit Card,5,Average quality.
1614,475,Credit Card,1,Terrible experience...
1615,418,PayPal,4,Terrible experience...
1616,347,Debit Card,4,Terrible experience...
1617,529,Debit Card,5,Terrible experience...
1618,640,Debit Card,5,Terrible experience...
1619,939,PayPal,3,Terrible experience...
1620,955,Credit Card,5,Average quality.
1621,876,Debit Card,4,Terrible experience...
1622,763,PayPal,2,Terrible experience...
1623,179,Credit Card,1,Average quality.
1624,182,Debit Card,3,Excellent service!
1625,664,Credit Card,2,Terrible experience...
1626,25,Debit Card,1,Average quality.
1627,967,Debit Card,1,Average quality.
1628,180,Debit Card,1,Excellent service!
1629,710,Credit Card,2,Terrible experience...
1630,501,PayPal,3,Terrible experience...
1631,856,Credit Card,3,Terrible experience...
1632,161,Debit Card,1,Average quality.
1633,177,Credit Card,2,Terrible experience...
1634,285,PayPal,1,Terrible experience...
1635,63,Credit Card,5,Terrible experience...
1636,662,PayPal,3,Terrible experience...
1637,666,PayPal,4,Excellent service!
1638,156,Credit Card,1,Excellent service!
1639,882,Debit Card,5,Excellent service!
1640,469,PayPal,3,Terrible experience...
1641,49,Credit Card,2,Terrible experience...
1642,967,PayPal,3,Average quality.
1643,849,Debit Card,2,Average quality.
1644,84,Credit Card,2,Average quality.
1645,361,Credit Card,1,Terrible experience...
1646,689,Credit Card,1,Excellent service!
1647,148,Debit Card,3,Excellent service!
1648,630,PayPal,5,Excellent service!
1649,342,Credit Card,3,Terrible experience...
1650,476,PayPal,4,Excellent service!
1651,63,PayPal,2,Average quality.
1652,701,Debit Card,2,Average quality.
1653,360,Credit Card,1,Excellent service!
1654,561,PayPal,5,Average quality.
1655,327,Credit Card,1,Excellent service!
1656,769,Credit Card,4,Excellent service!
1657,736,Debit Card,3,Average quality.
1658,141,Credit Card,3,Average quality.
1659,990,Credit Card,5,Average quality.
1660,215,PayPal,1,Average quality.
1661,435,Debit Card,1,Excellent service!
1662,891,Credit Card,4,Average quality.
1663,952,PayPal,3,Average quality.
1664,723,Debit Card,1,Terrible experience...
1665,318,Debit Card,5,Average quality.
1666,32,PayPal,3,Average quality.
1667,670,PayPal,4,Excellent service!
1668,285,PayPal,5,Excellent service!
1669,305,PayPal,2,Terrible experience...
1670,429,PayPal,4,Average quality.
1671,477,Credit Card,5,Average quality.
1672,286,Credit Card,1,Average quality.
1673,144,Debit Card,2,Average quality.
1674,424,Credit Card,4,Average quality.
1675,19,Credit Card,1,Average quality.
1676,18,Credit Card,2,Terrible experience...
1677,769,PayPal,3,Average quality.
1678,590,Debit Card,1,Average quality.
1679,371,Debit Card,5,Average quality.
1680,175,Debit Card,4,Terrible experience...
1681,194,Debit Card,2,Average quality.
1682,502,Credit Card,1,Terrible experience...
1683,988,Credit Card,3,Excellent service!
1684,113,PayPal,4,Average quality.
1685,114,Debit Card,4,Terrible experience...
1686,222,Credit Card,1,Excellent service!
1687,678,Credit Card,3,Terrible experience...
1688,947,PayPal,2,Terrible experience...
1689,831,PayPal,1,Excellent service!
1690,644,PayPal,2,Average quality.
1691,897,Credit Card,4,Average quality.
1692,264,Credit Card,2,Terrible experience...
1693,925,PayPal,3,Excellent service!
1694,55,Debit Card,5,Average quality.
1695,871,PayPal,3,Terrible experience...
1696,643,PayPal,2,Excellent service!
1697,800,PayPal,1,Terrible experience...
1698,778,PayPal,4,Excellent service!
1699,458,Credit Card,5,Average quality.
1700,979,Debit Card,1,Average quality.
1701,878,PayPal,1,Terrible experience...
1702,162,Debit Card,3,Average quality.
1703,380,Debit Card,2,Average quality.
1704,993,Debit Card,3,Excellent service!
1705,87,PayPal,2,Average quality.
1706,55,Credit Card,3,Excellent service!
1707,476,PayPal,1,Excellent service!
1708,800,Debit Card,4,Terrible experience...
1709,178,Debit Card,2,Excellent service!
1710,391,Credit Card,5,Average quality.
1711,349,PayPal,5,Excellent service!
1712,8,Debit Card,1,Excellent service!
1713,833,Credit Card,3,Terrible experience...
1714,313,Debit Card,3,Average quality.
1715,759,Credit Card,1,Average quality.
1716,835,Credit Card,5,Average quality.
1717,984,PayPal,5,Excellent service!
1718,983,Debit Card,3,Average quality.
1719,443,PayPal,2,Average quality.
1720,767,Debit Card,4,Excellent service!
1721,328,PayPal,2,Terrible experience...
1722,54,Debit Card,5,Terrible experience...
1723,761,PayPal,2,Excellent service!
1724,239,Credit Card,4,Terrible experience...
1725,229,Debit Card,2,Terrible experience...
1726,579,Debit Card,2,Terrible experience...
1727,51,Credit Card,2,Average quality.
1728,609,PayPal,2,Terrible experience...
1729,604,Debit Card,1,Average quality.
1730,264,Debit Card,5,Terrible experience...
1731,418,PayPal,4,Average quality.
1732,803,Credit Card,5,Excellent service!
1733,96,PayPal,1,Excellent service!
1734,88,PayPal,1,Terrible experience...
1735,78,PayPal,1,Average quality.
1736,288,Debit Card,1,Excellent service!
1737,120,Credit Card,2,Excellent service!
1738,814,Credit Card,5,Excellent service!
1739,491,PayPal,3,Excellent service!
1740,912,Debit Card,4,Terrible experience...
1741,452,PayPal,1,Average quality.
1742,500,Debit Card,5,Excellent service!
1743,165,Debit Card,1,Terrible experience...
1744,182,Debit Card,1,Excellent service!
1745,469,Debit Card,1,Excellent service!
1746,910,Credit Card,1,Excellent service!
1747,735,Debit Card,1,Excellent service!
1748,823,Debit Card,4,Terrible experience...
1749,944,PayPal,5,Average quality.
1750,978,PayPal,1,Terrible experience...
1751,7,Credit Card,1,Terrible experience...
1752,330,PayPal,1,Terrible experience...
1753,775,Debit Card,1,Excellent service!
1754,673,PayPal,2,Average quality.
1755,151,Credit Card,2,Excellent service!
1756,85,PayPal,3,Terrible experience...
1757,147,PayPal,1,Excellent service!
1758,624,Credit Card,3,Average quality.
1759,381,Credit Card,4,Average quality.
1760,915,Debit Card,3,Excellent service!
1761,548,PayPal,5,Terrible experience...
1762,285,Debit Card,2,Excellent service!
1763,700,PayPal,2,Terrible experience...
1764,82,PayPal,1,Average quality.
1765,514,Debit Card,1,Excellent service!
1766,897,PayPal,4,Average quality.
1767,815,PayPal,4,Terrible experience...
1768,709,PayPal,5,Terrible experience...
1769,916,Credit Card,1,Excellent service!
1770,523,Debit Card,1,Excellent service!
1771,746,Credit Card,4,Excellent service!
1772,386,Debit Card,4,Average quality.
1773,707,Debit Card,4,Terrible experience...
1774,471,PayPal,2,Terrible experience...
1775,119,Debit Card,3,Average quality.
1776,396,Credit Card,3,Excellent service!
1777,532,Credit Card,1,Excellent service!
1778,261,Credit Card,2,Average quality.
1779,805,Debit Card,4,Terrible experience...
1780,934,Credit Card,1,Terrible experience...
1781,256,Debit Card,2,Terrible experience...
1782,734,Credit Card,5,Terrible experience...
1783,905,Credit Card,2,Average quality.
1784,226,Debit Card,1,Terrible experience...
1785,53,Credit Card,3,Average quality.
1786,940,PayPal,4,Excellent service!
1787,867,Debit Card,5,Average quality.
1788,500,Debit Card,2,Terrible experience...
1789,506,Debit Card,1,Excellent service!
1790,854,PayPal,1,Average quality.
1791,364,Debit Card,4,Average quality.
1792,280,Credit Card,1,Average quality.
1793,593,Credit Card,1,Excellent service!
1794,714,Credit Card,4,Average quality.
1795,158,Debit Card,5,Terrible experience...
1796,632,Credit Card,3,Excellent service!
1797,59,Debit Card,3,Excellent service!
1798,727,Credit Card,2,Average quality.
1799,128,PayPal,5,Terrible experience...
1800,736,PayPal,2,Excellent service!
1801,721,PayPal,3,Average quality.
1802,882,PayPal,4,Terrible experience...
1803,115,Debit Card,1,Average quality.
1804,209,Credit Card,3,Average quality.
1805,526,PayPal,5,Excellent service!
1806,521,Debit Card,3,Excellent service!
1807,552,PayPal,5,Average quality.
1808,962,PayPal,5,Excellent service!
1809,237,Debit Card,5,Excellent service!
1810,281,Debit Card,2,Terrible experience...
1811,359,Credit Card,4,Terrible experience...
1812,201,Credit Card,3,Average quality.
1813,758,PayPal,4,Average quality.
1814,278,PayPal,1,Average quality.
1815,235,Credit Card,3,Average quality.
1816,494,Credit Card,4,Terrible experience...
1817,4,Debit Card,4,Excellent service!
1818,666,Credit Card,1,Terrible experience...
1819,442,Credit Card,5,Average quality.
1820,29,PayPal,3,Average quality.
1821,109,Credit Card,3,Terrible experience...
1822,610,PayPal,1,Terrible experience...
1823,727,Credit Card,5,Average quality.
1824,805,Debit Card,3,Excellent service!
1825,75,Credit Card,3,Average quality.
1826,838,Credit Card,3,Terrible experience...
1827,146,Credit Card,5,Average quality.
1828,128,PayPal,1,Average quality.
1829,853,Debit Card,3,Excellent service!
1830,42,Credit Card,4,Average quality.
1831,356,PayPal,5,Average quality.
1832,41,Debit Card,2,Average quality.
1833,934,PayPal,1,Terrible experience...
1834,34,PayPal,4,Terrible experience...
1835,17,Debit Card,3,Excellent service!
1836,677,Credit Card,2,Average quality.
1837,153,PayPal,1,Terrible experience...
1838,998,PayPal,5,Excellent service!
1839,378,Credit Card,2,Average quality.
1840,588,Credit Card,2,Excellent service!
1841,599,Debit Card,4,Excellent service!
1842,629,Debit Card,1,Excellent service!
1843,874,Debit Card,4,Excellent service!
1844,342,Credit Card,4,Excellent service!
1845,981,PayPal,3,Excellent service!
1846,27,PayPal,5,Excellent service!
1847,825,Debit Card,2,Average quality.
1848,287,Credit Card,1,Average quality.
1849,646,PayPal,5,Excellent service!
1850,731,Debit Card,5,Average quality.
1851,168,PayPal,1,Excellent service!
1852,610,PayPal,5,Average quality.
1853,268,Credit Card,3,Terrible experience...
1854,749,Credit Card,5,Excellent service!
1855,821,PayPal,3,Terrible experience...
1856,455,Debit Card,2,Excellent service!
1857,906,Credit Card,2,Excellent service!
1858,685,PayPal,4,Terrible experience...
1859,401,Credit Card,3,Terrible experience...
1860,922,Credit Card,2,Terrible experience...
1861,981,Credit Card,5,Excellent service!
1862,476,PayPal,1,Terrible experience...
1863,702,Debit Card,1,Terrible experience...
1864,634,Debit Card,3,Average quality.
1865,558,Debit Card,4,Average quality.
1866,576,Credit Card,5,Terrible experience...
1867,130,PayPal,3,Terrible experience...
1868,822,Credit Card,1,Terrible experience...
1869,363,Debit Card,3,Terrible experience...
1870,705,Debit Card,5,Average quality.
1871,819,PayPal,2,Excellent service!
1872,693,Credit Card,5,Terrible experience...
1873,292,Debit Card,2,Terrible experience...
1874,371,PayPal,2,Average quality.
1875,794,Credit Card,2,Terrible experience...
1876,29,Credit Card,3,Terrible experience...
1877,149,Debit Card,1,Average quality.
1878,779,Debit Card,3,Terrible experience...
1879,296,Credit Card,1,Terrible experience...
1880,11,Credit Card,5,Average quality.
1881,512,Debit Card,4,Excellent service!
1882,676,Credit Card,5,Terrible experience...
1883,113,Debit Card,3,Terrible experience...
1884,187,Credit Card,3,Excellent service!
1885,807,Debit Card,1,Average quality.
1886,744,PayPal,3,Excellent service!
1887,227,Debit Card,2,Terrible experience...
1888,310,Debit Card,3,Excellent service!
1889,98,PayPal,1,Average quality.
1890,55,Credit Card,1,Terrible experience...
1891,623,PayPal,2,Average quality.
1892,664,Debit Card,1,Average quality.
1893,758,Credit Card,4,Excellent service!
1894,406,PayPal,5,Excellent service!
1895,69,Credit Card,3,Average quality.
1896,312,Credit Card,4,Average quality.
1897,289,PayPal,3,Terrible experience...
1898,762,Credit Card,4,Average quality.
1899,548,PayPal,3,Average quality.
1900,751,Debit Card,2,Excellent service!
1901,148,Credit Card,1,Average quality.
1902,467,Debit Card,1,Average quality.
1903,739,Debit Card,2,Excellent service!
1904,244,Credit Card,4,Terrible experience...
1905,491,PayPal,5,Excellent service!
1906,849,Credit Card,4,Excellent service!
1907,958,Debit Card,1,Average quality.
1908,507,Debit Card,5,Average quality.
1909,365,PayPal,3,Terrible experience...
1910,482,Credit Card,5,Average quality.
1911,201,Debit Card,4,Terrible experience...
1912,154,Debit Card,2,Terrible experience...
1913,450,Debit Card,3,Terrible experience...
1914,501,PayPal,4,Terrible experience...
1915,73,Debit Card,3,Average quality.
1916,713,Debit Card,5,Excellent service!
1917,296,Credit Card,1,Excellent service!
1918,17,Credit Card,4,Average quality.
1919,641,Debit Card,2,Average quality.
1920,217,Debit Card,5,Terrible experience...
1921,61,Credit Card,4,Average quality.
1922,939,PayPal,2,Excellent service!
1923,616,PayPal,4,Average quality.
1924,42,PayPal,5,Average quality.
1925,25,PayPal,4,Terrible experience...
1926,39,PayPal,3,Terrible experience...
1927,803,PayPal,5,Terrible experience...
1928,131,PayPal,4,Terrible experience...
1929,498,PayPal,1,Excellent service!
1930,229,Credit Card,4,Average quality.
1931,108,PayPal,3,Average quality.
1932,172,PayPal,2,Terrible experience...
1933,435,PayPal,2,Excellent service!
1934,478,Debit Card,2,Excellent service!
1935,102,Credit Card,1,Average quality.
1936,866,Credit Card,3,Terrible experience...
1937,524,Credit Card,5,Average quality.
1938,275,PayPal,2,Average quality.
1939,613,PayPal,3,Excellent service!
1940,44,Debit Card,4,Excellent service!
1941,955,Credit Card,1,Average quality.
1942,817,PayPal,3,Terrible experience...
1943,957,Credit Card,3,Terrible experience...
1944,17,Debit Card,5,Average quality.
1945,330,Debit Card,3,Average quality.
1946,569,Debit Card,5,Terrible experience...
1947,823,Credit Card,1,Terrible experience...
1948,497,PayPal,1,Terrible experience...
1949,815,PayPal,4,Average quality.
1950,12,Debit Card,5,Excellent service!
1951,318,PayPal,5,Terrible experience...
1952,592,Debit Card,2,Terrible experience...
1953,216,Credit Card,2,Terrible experience...
1954,339,Debit Card,4,Average quality.
1955,776,Credit Card,1,Excellent service!
1956,991,Debit Card,2,Excellent service!
1957,661,PayPal,3,Terrible experience...
1958,81,PayPal,1,Average quality.
1959,727,Debit Card,3,Excellent service!
1960,485,PayPal,5,Average quality.
1961,374,PayPal,1,Excellent service!
1962,976,PayPal,4,Terrible experience...
1963,710,Credit Card,5,Average quality.
1964,200,PayPal,5,Terrible experience...
1965,537,Credit Card,3,Excellent service!
1966,466,Debit Card,5,Excellent service!
1967,89,PayPal,2,Terrible experience...
1968,268,PayPal,1,Excellent service!
1969,655,PayPal,2,Terrible experience...
1970,571,Debit Card,3,Terrible experience...
1971,922,Credit Card,3,Terrible experience...
1972,489,Credit Card,1,Excellent service!
1973,877,PayPal,5,Average quality.
1974,538,Debit Card,4,Terrible experience...
1975,47,Debit Card,3,Average quality.
1976,288,Debit Card,1,Excellent service!
1977,778,Debit Card,4,Excellent service!
1978,16,Debit Card,5,Average quality.
1979,711,Credit Card,3,Terrible experience...
1980,401,Credit Card,1,Excellent service!
1981,919,Credit Card,1,Terrible experience...
1982,794,PayPal,1,Terrible experience...
1983,981,Debit Card,3,Average quality.
1984,86,PayPal,4,Excellent service!
1985,250,Debit Card,1,Average quality.
1986,391,Credit Card,5,Excellent service!
1987,782,PayPal,1,Average quality.
1988,335,Credit Card,4,Excellent service!
1989,629,Debit Card,3,Excellent service!
1990,519,Debit Card,1,Excellent service!
