customer_id,transaction_id,amount,payment_method,age,gender,income
493,4749,571,Debit Card,64,Male,84674
693,229,99,Credit Card,55,Male,71924
693,382,10,PayPal,55,Male,71924
693,2074,707,Debit Card,55,Male,71924
693,2164,275,Credit Card,55,Male,71924
693,2363,727,Debit Card,55,Male,71924
693,3214,888,Credit Card,55,Male,71924
693,4121,834,PayPal,55,Male,71924
693,4199,635,Credit Card,55,Male,71924
338,230,758,PayPal,31,Male,46289
338,1013,78,PayPal,31,Male,46289
338,2728,35,Credit Card,31,Male,46289
338,2908,788,Debit Card,31,Male,46289
338,2913,589,Debit Card,31,Male,46289
338,3723,925,PayPal,31,Male,46289
338,3938,121,Credit Card,31,Male,46289
997,231,399,Debit Card,64,Male,122747
997,2661,106,Credit Card,64,Male,122747
465,235,673,Credit Card,56,Male,86061
465,1137,976,Debit Card,56,Male,86061
465,1668,221,Debit Card,56,Male,86061
465,2067,320,PayPal,56,Male,86061
465,3058,902,PayPal,56,Male,86061
465,3648,533,PayPal,56,Male,86061
465,4579,162,Debit Card,56,Male,86061
995,236,607,Credit Card,63,Female,118540
995,416,324,PayPal,63,Female,118540
995,2435,278,Credit Card,63,Female,118540
995,4398,186,Credit Card,63,Female,118540
497,237,28,Debit Card,42,Male,33760
497,422,65,Debit Card,42,Male,33760
497,1575,574,Credit Card,42,Male,33760
497,3919,302,Debit Card,42,Male,33760
700,238,110,Credit Card,69,Male,29108
700,2179,381,PayPal,69,Male,29108
700,2403,261,Credit Card,69,Male,29108
700,2470,305,PayPal,69,Male,29108
700,4058,428,Credit Card,69,Male,29108
700,4214,977,Credit Card,69,Male,29108
700,4552,783,Credit Card,69,Male,29108
395,239,923,Debit Card,50,Female,111194
395,985,102,Credit Card,50,Female,111194
395,1487,343,Debit Card,50,Female,111194
395,1631,880,Credit Card,50,Female,111194
395,3350,332,Debit Card,50,Female,111194
308,242,366,Debit Card,20,Male,72326
308,2586,383,Debit Card,20,Male,72326
308,3873,33,PayPal,20,Male,72326
308,3963,883,Credit Card,20,Male,72326
308,4051,785,PayPal,20,Male,72326
629,245,947,Credit Card,34,Female,44089
629,781,376,Credit Card,34,Female,44089
629,1062,591,PayPal,34,Female,44089
629,1397,922,PayPal,34,Female,44089
629,2348,556,Debit Card,34,Female,44089
629,3181,207,PayPal,34,Female,44089
794,246,42,Credit Card,23,Female,120441
794,1734,292,PayPal,23,Female,120441
794,2186,641,Credit Card,23,Female,120441
794,3162,833,Credit Card,23,Female,120441
794,3183,197,PayPal,23,Female,120441
794,3719,517,Debit Card,23,Female,120441
708,248,238,Credit Card,48,Female,113680
708,782,327,Debit Card,48,Female,113680
708,1153,508,Debit Card,48,Female,113680
708,1541,908,Credit Card,48,Female,113680
708,3810,78,Debit Card,48,Female,113680
546,249,533,PayPal,62,Male,20619
546,1009,399,Debit Card,62,Male,20619
546,2337,411,Debit Card,62,Male,20619
564,250,639,Credit Card,60,Female,48404
564,1845,160,Credit Card,60,Female,48404
564,2175,89,Debit Card,60,Female,48404
564,3687,720,PayPal,60,Female,48404
564,4244,558,PayPal,60,Female,48404
624,251,871,Credit Card,40,Male,108009
624,1919,703,Debit Card,40,Male,108009
624,3077,84,PayPal,40,Male,108009
624,3944,844,Credit Card,40,Male,108009
624,4437,521,PayPal,40,Male,108009
744,254,914,Credit Card,28,Female,46966
744,848,87,Debit Card,28,Female,46966
744,1749,903,PayPal,28,Female,46966
744,3428,414,PayPal,28,Female,46966
227,255,255,Debit Card,34,Male,72098
227,546,472,Credit Card,34,Male,72098
227,872,321,Debit Card,34,Male,72098
227,972,930,Debit Card,34,Male,72098
227,1060,237,Credit Card,34,Male,72098
227,1973,582,PayPal,34,Male,72098
227,2020,442,PayPal,34,Male,72098
227,3804,709,Credit Card,34,Male,72098
227,4018,722,Credit Card,34,Male,72098
745,256,414,PayPal,54,Male,140133
745,2079,216,Debit Card,54,Male,140133
745,2801,623,Debit Card,54,Male,140133
745,3202,702,Debit Card,54,Male,140133
733,257,853,PayPal,50,Female,52779
733,1817,22,PayPal,50,Female,52779
733,2389,880,Debit Card,50,Female,52779
733,3249,656,Debit Card,50,Female,52779
733,3935,499,Debit Card,50,Female,52779
733,4000,31,Credit Card,50,Female,52779
733,4406,847,PayPal,50,Female,52779
925,259,550,Credit Card,28,Male,34210
925,1928,624,PayPal,28,Male,34210
925,2121,367,PayPal,28,Male,34210
925,2625,323,Credit Card,28,Male,34210
925,2998,794,Credit Card,28,Male,34210
925,3136,150,PayPal,28,Male,34210
925,3153,987,Debit Card,28,Male,34210
925,3313,919,PayPal,28,Male,34210
925,3430,371,PayPal,28,Male,34210
925,3670,989,Debit Card,28,Male,34210
925,4952,996,Credit Card,28,Male,34210
925,4968,178,Debit Card,28,Male,34210
554,261,756,PayPal,49,Male,67614
554,263,126,Debit Card,49,Male,67614
554,871,209,Credit Card,49,Male,67614
554,905,569,Credit Card,49,Male,67614
554,1569,489,Credit Card,49,Male,67614
554,4778,158,Credit Card,49,Male,67614
21,262,711,Credit Card,61,Female,27314
21,762,741,Credit Card,61,Female,27314
21,3002,252,Credit Card,61,Female,27314
21,4614,482,Debit Card,61,Female,27314
397,264,280,PayPal,35,Male,80315
397,428,477,Credit Card,35,Male,80315
397,1312,679,Credit Card,35,Male,80315
397,1981,235,PayPal,35,Male,80315
625,265,779,Credit Card,42,Female,146365
625,651,555,PayPal,42,Female,146365
625,1503,931,Credit Card,42,Female,146365
625,2352,741,Debit Card,42,Female,146365
625,4169,746,Debit Card,42,Female,146365
105,266,701,Credit Card,26,Female,147706
105,1378,658,Credit Card,26,Female,147706
105,2380,149,Debit Card,26,Female,147706
105,4055,146,PayPal,26,Female,147706
105,4120,285,Credit Card,26,Female,147706
192,267,496,PayPal,56,Male,96961
192,2597,697,PayPal,56,Male,96961
192,3703,505,Credit Card,56,Male,96961
192,3741,412,Credit Card,56,Male,96961
192,4012,772,Debit Card,56,Male,96961
192,4184,466,Debit Card,56,Male,96961
192,4195,139,Debit Card,56,Male,96961
17,268,894,Debit Card,20,Female,148748
17,318,438,Credit Card,20,Female,148748
17,2048,470,Credit Card,20,Female,148748
17,2357,969,PayPal,20,Female,148748
17,2738,268,PayPal,20,Female,148748
17,3158,115,Debit Card,20,Female,148748
17,4576,666,Debit Card,20,Female,148748
120,269,181,PayPal,56,Female,43821
120,1131,703,PayPal,56,Female,43821
120,3418,332,PayPal,56,Female,43821
120,3838,21,Debit Card,56,Female,43821
393,270,959,Credit Card,49,Male,143191
393,513,319,Credit Card,49,Male,143191
393,1070,65,Credit Card,49,Male,143191
393,2136,58,Credit Card,49,Male,143191
393,3786,469,PayPal,49,Male,143191
393,4469,44,Credit Card,49,Male,143191
425,271,283,PayPal,52,Male,134225
425,778,965,Credit Card,52,Male,134225
425,2750,164,Credit Card,52,Male,134225
425,3053,667,Debit Card,52,Male,134225
425,3197,625,PayPal,52,Male,134225
425,3554,507,Debit Card,52,Male,134225
129,272,268,Debit Card,65,Male,120732
129,488,448,PayPal,65,Male,120732
129,923,637,Debit Card,65,Male,120732
129,944,370,Debit Card,65,Male,120732
129,2339,47,PayPal,65,Male,120732
129,2987,30,Debit Card,65,Male,120732
129,3013,68,Debit Card,65,Male,120732
129,3375,729,PayPal,65,Male,120732
129,4137,20,PayPal,65,Male,120732
129,4715,808,PayPal,65,Male,120732
129,4965,591,Credit Card,65,Male,120732
572,274,692,Debit Card,60,Male,139273
572,982,610,PayPal,60,Male,139273
572,3262,543,Credit Card,60,Male,139273
572,4408,498,Credit Card,60,Male,139273
560,275,731,PayPal,52,Male,59030
560,1455,721,PayPal,52,Male,59030
560,2245,583,PayPal,52,Male,59030
560,2544,79,PayPal,52,Male,59030
560,2799,102,PayPal,52,Male,59030
560,2819,826,Debit Card,52,Male,59030
560,3148,585,PayPal,52,Male,59030
560,3222,852,Credit Card,52,Male,59030
29,276,757,PayPal,61,Male,103624
29,2726,264,PayPal,61,Male,103624
29,3616,937,PayPal,61,Male,103624
29,4972,23,PayPal,61,Male,103624
97,277,431,Debit Card,62,Male,25084
97,870,200,PayPal,62,Male,25084
97,2688,495,PayPal,62,Male,25084
97,3043,83,Debit Card,62,Male,25084
10,278,430,PayPal,40,Male,148322
10,502,419,PayPal,40,Male,148322
10,1841,995,Credit Card,40,Male,148322
10,2330,593,PayPal,40,Male,148322
10,2539,552,PayPal,40,Male,148322
10,4107,998,Credit Card,40,Male,148322
232,282,964,Debit Card,40,Male,67837
232,322,736,PayPal,40,Male,67837
232,1216,336,Debit Card,40,Male,67837
232,3218,497,Credit Card,40,Male,67837
232,3988,333,PayPal,40,Male,67837
789,283,616,Credit Card,65,Male,128177
789,1305,745,Credit Card,65,Male,128177
789,3320,955,PayPal,65,Male,128177
789,4163,89,Credit Card,65,Male,128177
284,284,387,Credit Card,40,Male,58559
284,1116,772,Credit Card,40,Male,58559
284,1612,23,Debit Card,40,Male,58559
284,2828,656,Credit Card,40,Male,58559
284,4373,127,Credit Card,40,Male,58559
715,285,532,Debit Card,36,Female,96743
715,1663,645,Credit Card,36,Female,96743
715,2378,706,PayPal,36,Female,96743
715,3538,25,Debit Card,36,Female,96743
759,286,589,PayPal,33,Male,107163
759,1047,141,PayPal,33,Male,107163
759,2621,801,PayPal,33,Male,107163
759,4464,899,Credit Card,33,Male,107163
802,287,900,PayPal,47,Female,49734
802,1764,605,Debit Card,47,Female,49734
802,2789,813,Credit Card,47,Female,49734
802,2897,493,Debit Card,47,Female,49734
802,3679,952,Debit Card,47,Female,49734
802,4096,170,Credit Card,47,Female,49734
802,4675,195,PayPal,47,Female,49734
776,288,731,PayPal,67,Male,77716
776,1156,619,Credit Card,67,Male,77716
776,1863,371,Debit Card,67,Male,77716
776,1892,945,PayPal,67,Male,77716
776,2002,739,Debit Card,67,Male,77716
776,2109,715,PayPal,67,Male,77716
776,2930,725,Credit Card,67,Male,77716
776,3911,363,PayPal,67,Male,77716
776,4389,861,Debit Card,67,Male,77716
955,289,205,Debit Card,51,Male,118117
955,1149,468,Credit Card,51,Male,118117
955,3343,452,Credit Card,51,Male,118117
955,3632,862,Debit Card,51,Male,118117
726,290,890,Debit Card,56,Male,148449
726,851,697,PayPal,56,Male,148449
726,1710,929,PayPal,56,Male,148449
726,1833,598,Credit Card,56,Male,148449
726,1886,862,PayPal,56,Male,148449
726,2540,596,Credit Card,56,Male,148449
726,2703,939,PayPal,56,Male,148449
726,3066,166,PayPal,56,Male,148449
726,3571,314,Credit Card,56,Male,148449
726,4044,298,PayPal,56,Male,148449
726,4149,127,Debit Card,56,Male,148449
726,4181,249,Credit Card,56,Male,148449
726,4455,912,Debit Card,56,Male,148449
200,291,107,Debit Card,56,Female,46385
200,308,919,Credit Card,56,Female,46385
945,292,614,Debit Card,59,Female,76549
945,1290,690,PayPal,59,Female,76549
945,2630,528,PayPal,59,Female,76549
945,2751,687,Credit Card,59,Female,76549
945,3602,702,PayPal,59,Female,76549
945,3665,613,Debit Card,59,Female,76549
945,3891,614,PayPal,59,Female,76549
945,4017,267,Credit Card,59,Female,76549
913,294,31,Debit Card,23,Male,37625
913,1250,106,Credit Card,23,Male,37625
913,1551,683,Credit Card,23,Male,37625
913,1822,625,Credit Card,23,Male,37625
913,1960,13,PayPal,23,Male,37625
913,3775,283,PayPal,23,Male,37625
913,3929,520,Debit Card,23,Male,37625
855,296,181,Credit Card,51,Male,27227
855,1048,269,Debit Card,51,Male,27227
855,1996,78,Debit Card,51,Male,27227
855,2375,226,Debit Card,51,Male,27227
855,3515,615,Credit Card,51,Male,27227
855,4666,901,Credit Card,51,Male,27227
855,4902,587,PayPal,51,Male,27227
855,4945,562,PayPal,51,Male,27227
856,297,392,PayPal,45,Male,51910
856,1102,479,PayPal,45,Male,51910
856,1304,189,Credit Card,45,Male,51910
856,3027,238,PayPal,45,Male,51910
856,3156,590,PayPal,45,Male,51910
856,3727,476,Credit Card,45,Male,51910
856,4021,358,PayPal,45,Male,51910
581,300,34,Debit Card,67,Female,65272
581,665,19,PayPal,67,Female,65272
581,764,384,PayPal,67,Female,65272
581,2461,878,Debit Card,67,Female,65272
416,301,512,Credit Card,57,Male,94131
416,1571,28,Credit Card,57,Male,94131
416,3097,896,Credit Card,57,Male,94131
416,3182,820,Credit Card,57,Male,94131
416,3998,348,Credit Card,57,Male,94131
416,4454,546,PayPal,57,Male,94131
940,302,194,PayPal,36,Male,88011
940,983,577,Credit Card,36,Male,88011
940,1896,153,Credit Card,36,Male,88011
940,2009,695,Debit Card,36,Male,88011
940,2131,752,Debit Card,36,Male,88011
940,3551,824,Debit Card,36,Male,88011
940,3749,550,Debit Card,36,Male,88011
940,4944,329,Debit Card,36,Male,88011
87,304,576,Debit Card,40,Female,49257
87,310,421,Credit Card,40,Female,49257
87,1244,67,Debit Card,40,Female,49257
87,1539,708,PayPal,40,Female,49257
87,3057,38,Credit Card,40,Female,49257
87,4133,930,Debit Card,40,Female,49257
8,306,153,Credit Card,56,Female,104082
8,888,96,PayPal,56,Female,104082
8,1199,63,PayPal,56,Female,104082
8,2282,807,Credit Card,56,Female,104082
8,3615,938,Debit Card,56,Female,104082
8,4267,585,Credit Card,56,Female,104082
8,4971,451,Credit Card,56,Female,104082
845,307,872,Debit Card,63,Male,139503
845,1073,449,PayPal,63,Male,139503
845,3793,84,Credit Card,63,Male,139503
845,3832,527,PayPal,63,Male,139503
845,4775,157,Debit Card,63,Male,139503
505,309,688,Debit Card,46,Female,124734
505,643,924,Debit Card,46,Female,124734
505,1221,461,Credit Card,46,Female,124734
505,1425,256,Debit Card,46,Female,124734
505,2430,341,PayPal,46,Female,124734
505,2541,246,Credit Card,46,Female,124734
505,3194,667,PayPal,46,Female,124734
505,3368,731,Debit Card,46,Female,124734
505,4805,547,Credit Card,46,Female,124734
385,312,229,Credit Card,46,Female,109899
385,1585,396,PayPal,46,Female,109899
385,2994,294,Debit Card,46,Female,109899
385,4253,346,Credit Card,46,Female,109899
621,313,188,PayPal,29,Male,123542
621,1263,630,Debit Card,29,Male,123542
621,1995,637,Debit Card,29,Male,123542
621,3006,570,PayPal,29,Male,123542
621,4984,455,Credit Card,29,Male,123542
435,314,640,Credit Card,25,Male,97539
435,411,150,Credit Card,25,Male,97539
435,819,16,Debit Card,25,Male,97539
435,1596,538,PayPal,25,Male,97539
435,3220,284,PayPal,25,Male,97539
435,4813,956,PayPal,25,Male,97539
408,315,442,Credit Card,39,Female,50027
408,702,630,PayPal,39,Female,50027
408,1424,997,Debit Card,39,Female,50027
408,1854,468,Credit Card,39,Female,50027
408,4816,550,Debit Card,39,Female,50027
664,317,963,Credit Card,56,Female,47208
664,593,507,Credit Card,56,Female,47208
664,697,779,Debit Card,56,Female,47208
664,789,226,PayPal,56,Female,47208
664,1605,627,Credit Card,56,Female,47208
664,1723,810,PayPal,56,Female,47208
664,3121,38,Debit Card,56,Female,47208
148,320,425,Credit Card,31,Male,143395
148,747,206,Debit Card,31,Male,143395
148,1475,153,Credit Card,31,Male,143395
148,2780,614,Debit Card,31,Male,143395
148,4658,457,Debit Card,31,Male,143395
148,4861,574,Credit Card,31,Male,143395
277,321,462,Debit Card,35,Male,89298
277,838,547,Debit Card,35,Male,89298
277,1000,857,PayPal,35,Male,89298
277,1428,957,PayPal,35,Male,89298
277,1718,862,PayPal,35,Male,89298
277,2205,162,PayPal,35,Male,89298
277,3022,523,Credit Card,35,Male,89298
277,3550,889,Credit Card,35,Male,89298
366,325,62,Debit Card,64,Male,30326
366,934,280,Credit Card,64,Male,30326
366,2893,467,Debit Card,64,Male,30326
366,3425,158,Debit Card,64,Male,30326
366,3658,143,PayPal,64,Male,30326
366,4282,190,Debit Card,64,Male,30326
228,326,489,Debit Card,66,Male,35251
228,726,558,PayPal,66,Male,35251
228,1654,456,Debit Card,66,Male,35251
228,2103,770,Debit Card,66,Male,35251
228,4056,385,Debit Card,66,Male,35251
228,4607,641,PayPal,66,Male,35251
651,327,452,PayPal,33,Female,28125
651,1024,706,PayPal,33,Female,28125
651,1901,625,Credit Card,33,Female,28125
651,2393,472,Credit Card,33,Female,28125
651,2537,588,Credit Card,33,Female,28125
651,3517,799,Debit Card,33,Female,28125
651,4443,848,Debit Card,33,Female,28125
211,330,816,PayPal,32,Female,88916
211,536,352,PayPal,32,Female,88916
211,591,546,Debit Card,32,Female,88916
211,981,983,Credit Card,32,Female,88916
211,3302,934,Credit Card,32,Female,88916
211,3514,341,Debit Card,32,Female,88916
211,3800,220,Debit Card,32,Female,88916
211,4108,214,Debit Card,32,Female,88916
391,331,899,Debit Card,69,Female,57412
391,837,340,PayPal,69,Female,57412
391,2083,174,Credit Card,69,Female,57412
391,2477,271,Credit Card,69,Female,57412
391,2715,504,Debit Card,69,Female,57412
499,332,792,Credit Card,62,Male,106475
499,1584,201,PayPal,62,Male,106475
499,1666,531,Debit Card,62,Male,106475
499,2338,517,PayPal,62,Male,106475
499,3099,874,Debit Card,62,Male,106475
499,3139,684,PayPal,62,Male,106475
499,3198,957,Debit Card,62,Male,106475
499,3469,229,Credit Card,62,Male,106475
499,4013,945,Credit Card,62,Male,106475
540,333,976,PayPal,48,Male,46155
540,1228,11,Credit Card,48,Male,46155
540,1392,704,PayPal,48,Male,46155
540,1965,290,PayPal,48,Male,46155
540,2011,767,Credit Card,48,Male,46155
540,2146,305,Credit Card,48,Male,46155
540,3108,383,Debit Card,48,Male,46155
540,3404,175,Credit Card,48,Male,46155
540,3521,696,Credit Card,48,Male,46155
540,3711,297,PayPal,48,Male,46155
563,334,934,PayPal,68,Female,96260
563,658,79,Debit Card,68,Female,96260
563,1387,963,Credit Card,68,Female,96260
563,1522,933,Credit Card,68,Female,96260
563,1573,93,Debit Card,68,Female,96260
563,2556,560,PayPal,68,Female,96260
563,3526,477,PayPal,68,Female,96260
491,335,132,Credit Card,18,Male,142907
491,500,186,Debit Card,18,Male,142907
491,2171,228,Credit Card,18,Male,142907
491,4329,642,PayPal,18,Male,142907
491,4546,978,PayPal,18,Male,142907
442,336,888,PayPal,32,Male,32201
442,1053,68,PayPal,32,Male,32201
442,3314,287,PayPal,32,Male,32201
442,3491,326,PayPal,32,Male,32201
261,337,396,Credit Card,46,Female,49009
261,490,869,Debit Card,46,Female,49009
261,674,488,PayPal,46,Female,49009
261,3055,583,Credit Card,46,Female,49009
773,338,348,PayPal,53,Female,26012
773,4898,337,Credit Card,53,Female,26012
350,339,787,PayPal,39,Female,86435
350,607,894,Credit Card,39,Female,86435
350,1403,566,Credit Card,39,Female,86435
350,3669,268,Credit Card,39,Female,86435
350,4415,881,Credit Card,39,Female,86435
352,340,357,Credit Card,63,Female,47961
352,2284,724,Credit Card,63,Female,47961
352,2798,753,Debit Card,63,Female,47961
520,341,38,Credit Card,63,Female,133939
520,924,672,Debit Card,63,Female,133939
520,1341,648,PayPal,63,Female,133939
520,1611,512,Debit Card,63,Female,133939
520,2224,608,Credit Card,63,Female,133939
520,2279,789,Credit Card,63,Female,133939
520,3337,195,Credit Card,63,Female,133939
520,4583,910,PayPal,63,Female,133939
320,342,984,PayPal,37,Male,45003
320,1140,840,PayPal,37,Male,45003
320,1716,257,Credit Card,37,Male,45003
138,343,44,PayPal,52,Female,146879
138,646,857,Credit Card,52,Female,146879
138,2042,698,Debit Card,52,Female,146879
138,3498,35,Credit Card,52,Female,146879
138,4188,448,Credit Card,52,Female,146879
138,4700,202,Debit Card,52,Female,146879
623,345,405,Credit Card,30,Male,145354
623,540,361,PayPal,30,Male,145354
623,2104,437,PayPal,30,Male,145354
992,346,632,PayPal,20,Female,30754
992,1780,445,Credit Card,20,Female,30754
992,2084,926,Debit Card,20,Female,30754
992,3378,108,Debit Card,20,Female,30754
992,3484,398,Debit Card,20,Female,30754
992,3716,46,PayPal,20,Female,30754
992,4730,395,Debit Card,20,Female,30754
368,347,303,PayPal,22,Female,145836
368,2423,524,PayPal,22,Female,145836
368,3292,225,Debit Card,22,Female,145836
368,4136,226,Credit Card,22,Female,145836
368,4496,322,Credit Card,22,Female,145836
220,348,598,PayPal,29,Male,81788
220,707,17,PayPal,29,Male,81788
220,711,375,PayPal,29,Male,81788
220,922,33,Debit Card,29,Male,81788
220,3311,661,Debit Card,29,Male,81788
220,3839,246,PayPal,29,Male,81788
337,349,358,Credit Card,50,Female,122215
337,1689,864,Debit Card,50,Female,122215
337,1835,991,PayPal,50,Female,122215
337,2589,487,Credit Card,50,Female,122215
337,3895,731,PayPal,50,Female,122215
337,4332,613,Credit Card,50,Female,122215
337,4883,473,PayPal,50,Female,122215
223,350,156,PayPal,20,Female,127188
223,1421,88,Debit Card,20,Female,127188
223,2218,992,Credit Card,20,Female,127188
223,3650,762,Debit Card,20,Female,127188
223,3722,849,PayPal,20,Female,127188
648,351,76,Debit Card,69,Male,98916
648,1256,856,Credit Card,69,Male,98916
648,1750,352,Credit Card,69,Male,98916
648,3225,337,PayPal,69,Male,98916
360,353,529,PayPal,44,Male,115081
360,433,258,Credit Card,44,Male,115081
360,1453,675,Debit Card,44,Male,115081
360,2166,271,Debit Card,44,Male,115081
360,3700,429,Credit Card,44,Male,115081
360,4106,122,Debit Card,44,Male,115081
360,4213,32,Debit Card,44,Male,115081
921,354,131,Credit Card,64,Female,131335
921,864,68,Credit Card,64,Female,131335
921,1054,553,PayPal,64,Female,131335
921,1422,164,PayPal,64,Female,131335
921,2044,483,Credit Card,64,Female,131335
921,3536,221,Credit Card,64,Female,131335
946,358,700,Debit Card,39,Male,54503
946,2197,246,Debit Card,39,Male,54503
946,2879,780,Credit Card,39,Male,54503
946,2901,986,Credit Card,39,Male,54503
946,3137,752,Debit Card,39,Male,54503
946,3675,110,Debit Card,39,Male,54503
946,4008,725,Debit Card,39,Male,54503
963,359,606,Debit Card,64,Male,145281
963,1186,486,Credit Card,64,Male,145281
963,2600,96,PayPal,64,Male,145281
963,2902,252,Debit Card,64,Male,145281
963,3005,983,PayPal,64,Male,145281
963,3062,152,Debit Card,64,Male,145281
963,3372,139,PayPal,64,Male,145281
963,4185,242,Debit Card,64,Male,145281
963,4959,69,Credit Card,64,Male,145281
836,363,864,Credit Card,54,Male,148782
836,1583,152,PayPal,54,Male,148782
836,2432,697,PayPal,54,Male,148782
836,2543,75,Credit Card,54,Male,148782
836,2984,923,Debit Card,54,Male,148782
836,4363,43,Credit Card,54,Male,148782
836,4672,896,Debit Card,54,Male,148782
590,364,25,Credit Card,43,Female,88785
590,2214,990,PayPal,43,Female,88785
590,4278,513,Debit Card,43,Female,88785
617,365,342,Credit Card,41,Male,135886
169,366,204,PayPal,32,Male,137584
169,2495,116,PayPal,32,Male,137584
217,367,505,PayPal,66,Male,50707
217,3423,815,Debit Card,66,Male,50707
217,4303,984,PayPal,66,Male,50707
378,368,18,Credit Card,46,Female,103847
378,1370,737,Credit Card,46,Female,103847
378,2057,716,PayPal,46,Female,103847
378,2571,344,PayPal,46,Female,103847
378,3381,148,Credit Card,46,Female,103847
378,4143,227,PayPal,46,Female,103847
119,369,837,Debit Card,59,Female,87889
119,564,441,Credit Card,59,Female,87889
119,2063,512,Debit Card,59,Female,87889
119,4039,489,Debit Card,59,Female,87889
767,371,342,Debit Card,55,Female,98612
767,1180,812,Debit Card,55,Female,98612
767,2533,915,PayPal,55,Female,98612
767,3429,292,PayPal,55,Female,98612
370,372,336,PayPal,36,Male,99148
370,1732,825,PayPal,36,Male,99148
370,2852,335,PayPal,36,Male,99148
370,4079,244,Credit Card,36,Male,99148
676,375,623,Credit Card,26,Female,111749
676,1135,393,Debit Card,26,Female,111749
676,1757,222,Credit Card,26,Female,111749
676,4048,718,PayPal,26,Female,111749
676,4815,820,Credit Card,26,Female,111749
652,376,235,PayPal,22,Male,56059
652,1957,316,Credit Card,22,Male,56059
652,3447,971,PayPal,22,Male,56059
488,378,799,PayPal,40,Male,145818
488,399,855,Debit Card,40,Male,145818
488,1736,119,Debit Card,40,Male,145818
488,2012,944,PayPal,40,Male,145818
488,2614,846,Debit Card,40,Male,145818
488,3815,530,Debit Card,40,Male,145818
374,380,122,Debit Card,34,Male,40022
374,4777,480,Debit Card,34,Male,40022
781,381,437,Credit Card,53,Female,92430
781,448,127,Credit Card,53,Female,92430
781,1826,264,Credit Card,53,Female,92430
781,3383,835,Debit Card,53,Female,92430
781,3463,682,Credit Card,53,Female,92430
781,3916,696,Credit Card,53,Female,92430
781,3939,418,Credit Card,53,Female,92430
160,383,275,Credit Card,66,Male,70975
160,1847,263,Credit Card,66,Male,70975
160,2107,516,Debit Card,66,Male,70975
160,4793,462,PayPal,66,Male,70975
351,384,500,Debit Card,39,Female,31653
351,3459,356,Debit Card,39,Female,31653
351,4127,378,PayPal,39,Female,31653
912,385,217,Debit Card,51,Female,58467
912,531,74,PayPal,51,Female,58467
912,1402,110,Credit Card,51,Female,58467
912,3807,827,PayPal,51,Female,58467
912,4086,430,PayPal,51,Female,58467
912,4368,327,PayPal,51,Female,58467
912,4882,16,PayPal,51,Female,58467
288,386,631,Credit Card,52,Male,115317
288,387,721,Credit Card,52,Male,115317
288,410,199,PayPal,52,Male,115317
288,3539,507,PayPal,52,Male,115317
288,4053,307,Credit Card,52,Male,115317
288,4425,329,Debit Card,52,Male,115317
288,4660,706,Debit Card,52,Male,115317
288,4696,975,Credit Card,52,Male,115317
892,388,961,PayPal,51,Female,106936
892,927,511,Credit Card,51,Female,106936
892,1284,588,Debit Card,51,Female,106936
892,1976,948,Debit Card,51,Female,106936
892,4571,887,Debit Card,51,Female,106936
226,389,378,Debit Card,66,Female,73625
226,993,793,PayPal,66,Female,73625
226,2125,700,Debit Card,66,Female,73625
226,3765,892,PayPal,66,Female,73625
523,390,994,Debit Card,29,Female,43499
523,1946,316,PayPal,29,Female,43499
523,2235,563,Debit Card,29,Female,43499
523,3673,576,PayPal,29,Female,43499
523,4517,238,Credit Card,29,Female,43499
522,391,315,Debit Card,22,Male,99530
522,4803,673,Debit Card,22,Male,99530
783,392,21,Credit Card,34,Male,51010
783,1026,274,Debit Card,34,Male,51010
783,2564,759,Credit Card,34,Male,51010
783,2602,25,PayPal,34,Male,51010
783,3211,273,PayPal,34,Male,51010
783,3688,823,PayPal,34,Male,51010
783,3975,893,Credit Card,34,Male,51010
783,4382,137,PayPal,34,Male,51010
783,4428,271,PayPal,34,Male,51010
273,393,354,PayPal,58,Female,72648
273,563,59,PayPal,58,Female,72648
273,1021,722,Credit Card,58,Female,72648
273,1598,414,Credit Card,58,Female,72648
273,2271,316,PayPal,58,Female,72648
273,3902,127,Credit Card,58,Female,72648
273,3996,761,Debit Card,58,Female,72648
273,4031,874,PayPal,58,Female,72648
936,394,474,Credit Card,46,Female,84315
936,825,527,Debit Card,46,Female,84315
936,1036,431,PayPal,46,Female,84315
936,1136,440,PayPal,46,Female,84315
936,1365,433,PayPal,46,Female,84315
936,1789,534,Debit Card,46,Female,84315
936,3133,589,Debit Card,46,Female,84315
936,3611,752,Debit Card,46,Female,84315
936,3774,238,Credit Card,46,Female,84315
936,3947,376,Debit Card,46,Female,84315
936,4921,865,Debit Card,46,Female,84315
402,395,709,Credit Card,57,Male,124540
665,398,377,Credit Card,31,Male,138516
665,1248,911,Debit Card,31,Male,138516
665,2087,46,PayPal,31,Male,138516
665,3021,989,Debit Card,31,Male,138516
665,3511,834,PayPal,31,Male,138516
827,400,946,Debit Card,23,Female,100758
827,1525,587,Debit Card,23,Female,100758
827,3867,689,Debit Card,23,Female,100758
827,4559,342,Debit Card,23,Female,100758
985,403,800,Credit Card,41,Male,145839
985,698,614,PayPal,41,Male,145839
985,2812,520,PayPal,41,Male,145839
985,4145,833,PayPal,41,Male,145839
626,404,180,PayPal,52,Male,75409
626,917,326,Debit Card,52,Male,75409
626,2668,744,PayPal,52,Male,75409
626,2961,835,PayPal,52,Male,75409
626,3890,125,PayPal,52,Male,75409
