review_id,customer_id,payment_method,rating,review_text,point_of_transaction,country
492,161,Credit Card,5,Excellent service!,Supermarket,Russia
493,256,Credit Card,4,Terrible experience...,Amusement Park,Canada
494,323,PayPal,2,Excellent service!,Museum,United Kingdom
495,128,PayPal,2,Terrible experience...,Hotel,Japan
496,18,Debit Card,3,Terrible experience...,Amusement Park,USA
497,793,PayPal,3,Excellent service!,Cinema,Switzerland
498,735,PayPal,3,Average quality.,Gas Station,Russia
499,566,Credit Card,4,Average quality.,Amusement Park,South Africa
500,570,Debit Card,4,Terrible experience...,ATM,Australia
501,323,PayPal,5,Average quality.,Bar,Germany
502,872,PayPal,3,Average quality.,Online,India
503,686,Credit Card,1,Excellent service!,Cinema,South Africa
504,792,Credit Card,5,Terrible experience...,Online,India
505,626,PayPal,1,Terrible experience...,Retail Store,India
506,288,Debit Card,4,Excellent service!,Bar,Japan
507,943,Debit Card,5,Average quality.,Cinema,Brazil
508,854,Credit Card,5,Terrible experience...,Hotel,Sweden
509,663,Credit Card,2,Average quality.,ATM,Brazil
510,962,PayPal,4,Terrible experience...,Hotel,Australia
511,639,Credit Card,4,Terrible experience...,Supermarket,South Africa
512,155,PayPal,5,Terrible experience...,Retail Store,USA
513,490,Debit Card,4,Terrible experience...,ATM,USA
514,386,Debit Card,5,Average quality.,Museum,Russia
515,986,PayPal,2,Average quality.,Fitness Center,India
516,785,Credit Card,5,Average quality.,Amusement Park,Singapore
517,104,Debit Card,4,Average quality.,Amusement Park,Russia
518,929,Credit Card,4,Excellent service!,Fitness Center,Japan
519,393,Debit Card,5,Terrible experience...,Restaurant,India
520,811,PayPal,5,Terrible experience...,Amusement Park,United Kingdom
521,246,PayPal,5,Terrible experience...,Gas Station,USA
522,176,PayPal,3,Excellent service!,Retail Store,India
523,39,Debit Card,4,Average quality.,Gas Station,Netherlands
524,477,Credit Card,4,Terrible experience...,Fitness Center,China
525,682,Credit Card,3,Average quality.,Bar,Italy
526,759,Credit Card,5,Average quality.,Restaurant,Australia
527,538,Debit Card,2,Excellent service!,Restaurant,Mexico
528,867,Debit Card,5,Excellent service!,Fitness Center,China
529,818,Debit Card,5,Average quality.,Fitness Center,Australia
530,921,Debit Card,3,Terrible experience...,Amusement Park,Russia
531,408,Debit Card,4,Terrible experience...,ATM,Canada
532,525,Credit Card,5,Excellent service!,Bar,Japan
533,828,Debit Card,4,Excellent service!,Supermarket,Sweden
534,506,Debit Card,1,Excellent service!,Retail Store,Italy
535,903,Credit Card,4,Excellent service!,Retail Store,Canada
536,825,Debit Card,2,Excellent service!,Cinema,France
537,36,Credit Card,2,Excellent service!,Hotel,Australia
538,685,Credit Card,5,Excellent service!,Amusement Park,Singapore
539,20,PayPal,4,Terrible experience...,Cinema,United Kingdom
540,321,PayPal,5,Excellent service!,Supermarket,Netherlands
541,776,PayPal,3,Excellent service!,Restaurant,Mexico
542,512,PayPal,2,Terrible experience...,Fitness Center,China
543,400,Debit Card,5,Terrible experience...,Online,Australia
544,654,PayPal,3,Average quality.,Fitness Center,United Kingdom
545,972,Credit Card,5,Excellent service!,Supermarket,Italy
546,883,Debit Card,4,Excellent service!,Supermarket,Germany
547,471,PayPal,4,Excellent service!,ATM,Brazil
548,143,Credit Card,4,Excellent service!,ATM,Netherlands
549,92,Debit Card,4,Average quality.,ATM,New Zealand
550,354,Debit Card,1,Terrible experience...,ATM,South Africa
551,834,PayPal,3,Terrible experience...,Hotel,Italy
552,800,Debit Card,3,Excellent service!,Amusement Park,Switzerland
553,727,Credit Card,4,Excellent service!,Museum,Canada
554,959,Debit Card,1,Excellent service!,Retail Store,Singapore
555,854,Credit Card,4,Average quality.,Amusement Park,Sweden
556,51,Debit Card,1,Average quality.,Amusement Park,Netherlands
557,665,PayPal,4,Terrible experience...,Retail Store,South Africa
558,698,Credit Card,2,Excellent service!,ATM,USA
559,575,Debit Card,2,Excellent service!,Amusement Park,India
560,190,Debit Card,5,Excellent service!,Fitness Center,Italy
561,125,Debit Card,4,Excellent service!,Hotel,Sweden
562,150,Credit Card,3,Average quality.,ATM,France
563,314,Credit Card,5,Terrible experience...,Hotel,Canada
564,570,Credit Card,2,Terrible experience...,Cinema,Mexico
565,342,PayPal,4,Average quality.,Museum,New Zealand
566,305,PayPal,5,Excellent service!,Amusement Park,Mexico
567,692,Credit Card,4,Terrible experience...,Fitness Center,New Zealand
568,682,Debit Card,2,Terrible experience...,Museum,South Africa
569,838,PayPal,5,Average quality.,Gas Station,China
570,783,Credit Card,2,Excellent service!,Hotel,Netherlands
571,54,Debit Card,1,Terrible experience...,Cinema,China
572,444,PayPal,2,Excellent service!,Bar,Brazil
573,613,Debit Card,4,Terrible experience...,Bar,Switzerland
574,993,Debit Card,3,Average quality.,Cinema,Spain
575,264,Debit Card,2,Excellent service!,Restaurant,Spain
576,53,Debit Card,3,Average quality.,Restaurant,USA
577,572,PayPal,1,Terrible experience...,ATM,Switzerland
578,620,PayPal,5,Average quality.,Restaurant,Japan
579,5,PayPal,5,Average quality.,Bar,Japan
580,103,Credit Card,3,Average quality.,Fitness Center,Japan
581,196,PayPal,5,Terrible experience...,Restaurant,Spain
582,774,Debit Card,2,Excellent service!,Gas Station,Canada
583,877,PayPal,3,Average quality.,Bar,China
584,992,Debit Card,4,Excellent service!,Hotel,Japan
585,884,Credit Card,2,Terrible experience...,Supermarket,India
586,350,Debit Card,2,Excellent service!,Restaurant,Australia
587,47,Debit Card,2,Average quality.,Restaurant,Brazil
588,867,Debit Card,4,Average quality.,Amusement Park,India
589,823,Credit Card,1,Average quality.,Retail Store,Australia
590,936,PayPal,5,Average quality.,Gas Station,Japan
591,820,PayPal,3,Average quality.,Bar,Singapore
592,656,Credit Card,1,Average quality.,Bar,Netherlands
593,269,Debit Card,3,Terrible experience...,Museum,India
594,370,PayPal,5,Terrible experience...,Online,Switzerland
595,636,Credit Card,4,Terrible experience...,Retail Store,Mexico
596,106,PayPal,2,Excellent service!,Restaurant,Brazil
597,670,Credit Card,2,Excellent service!,Cinema,New Zealand
598,659,Debit Card,4,Terrible experience...,Amusement Park,Japan
599,657,PayPal,1,Excellent service!,Museum,Germany
600,120,Credit Card,1,Excellent service!,Fitness Center,Japan
601,831,PayPal,3,Average quality.,Museum,Japan
602,787,PayPal,4,Average quality.,Hotel,Spain
603,604,PayPal,1,Excellent service!,Amusement Park,United Kingdom
604,58,PayPal,4,Excellent service!,Restaurant,Russia
605,951,Credit Card,5,Terrible experience...,Online,Mexico
606,346,Debit Card,2,Excellent service!,Supermarket,Canada
607,741,Credit Card,2,Average quality.,Fitness Center,Russia
608,474,Credit Card,2,Excellent service!,Bar,Brazil
609,117,Credit Card,4,Terrible experience...,Hotel,Mexico
610,830,Debit Card,4,Average quality.,Retail Store,Japan
611,791,PayPal,3,Average quality.,Fitness Center,Brazil
612,127,PayPal,2,Average quality.,Restaurant,United Kingdom
613,393,PayPal,3,Average quality.,Museum,India
614,908,Debit Card,2,Excellent service!,Gas Station,India
615,641,PayPal,3,Terrible experience...,Cinema,Canada
616,58,Debit Card,3,Excellent service!,Amusement Park,South Africa
617,634,PayPal,5,Excellent service!,Online,Brazil
618,513,PayPal,3,Average quality.,Fitness Center,Russia
619,751,Credit Card,4,Terrible experience...,Supermarket,Netherlands
620,802,Debit Card,3,Average quality.,ATM,China
621,96,Credit Card,2,Excellent service!,Museum,New Zealand
622,638,Credit Card,3,Excellent service!,Cinema,Italy
623,118,Credit Card,1,Average quality.,Restaurant,Sweden
624,560,Debit Card,2,Excellent service!,Supermarket,Spain
625,601,Debit Card,1,Excellent service!,Museum,Brazil
626,488,PayPal,2,Average quality.,Cinema,Singapore
627,237,Credit Card,4,Excellent service!,Cinema,Singapore
628,885,PayPal,4,Terrible experience...,Bar,Canada
629,897,Credit Card,4,Average quality.,Cinema,Russia
630,272,Debit Card,1,Terrible experience...,Gas Station,Spain
631,189,Debit Card,5,Excellent service!,Supermarket,India
632,999,Debit Card,2,Excellent service!,Restaurant,Netherlands
633,704,Credit Card,4,Average quality.,Restaurant,Spain
634,447,Debit Card,2,Excellent service!,Gas Station,Netherlands
635,581,Credit Card,1,Average quality.,Retail Store,Spain
636,790,PayPal,5,Average quality.,Fitness Center,Germany
637,861,Credit Card,1,Average quality.,Supermarket,Russia
638,247,PayPal,2,Average quality.,Cinema,Germany
639,963,Credit Card,5,Average quality.,Fitness Center,Netherlands
640,76,PayPal,5,Terrible experience...,Online,South Africa
641,154,Debit Card,1,Average quality.,Hotel,Brazil
642,656,PayPal,4,Terrible experience...,Supermarket,South Africa
643,435,Debit Card,2,Excellent service!,ATM,Australia
644,997,Debit Card,3,Average quality.,Online,China
645,86,PayPal,3,Excellent service!,Gas Station,South Africa
646,697,Credit Card,1,Average quality.,Cinema,USA
647,285,Credit Card,2,Terrible experience...,Retail Store,Brazil
648,974,Credit Card,2,Terrible experience...,ATM,Sweden
649,220,Credit Card,1,Terrible experience...,Retail Store,Canada
650,69,Credit Card,2,Excellent service!,Retail Store,Russia
651,47,Debit Card,4,Average quality.,Amusement Park,New Zealand
652,94,Credit Card,1,Excellent service!,Museum,China
653,750,Debit Card,4,Terrible experience...,Museum,Russia
654,958,Debit Card,2,Excellent service!,Bar,Sweden
655,453,Debit Card,1,Terrible experience...,ATM,Sweden
656,204,PayPal,2,Terrible experience...,Hotel,France
657,912,PayPal,1,Terrible experience...,Bar,Sweden
658,218,Debit Card,2,Average quality.,ATM,United Kingdom
659,474,PayPal,4,Average quality.,Retail Store,Switzerland
660,432,Credit Card,4,Terrible experience...,Bar,Sweden
661,341,Credit Card,2,Excellent service!,ATM,USA
662,551,Debit Card,1,Excellent service!,Hotel,Sweden
663,612,Credit Card,3,Average quality.,Fitness Center,Brazil
664,289,Debit Card,4,Terrible experience...,Online,Mexico
665,254,Debit Card,4,Excellent service!,Fitness Center,Germany
666,734,Credit Card,3,Terrible experience...,Supermarket,France
667,357,PayPal,2,Excellent service!,Fitness Center,Mexico
668,23,Credit Card,1,Average quality.,Fitness Center,South Africa
669,762,Credit Card,2,Terrible experience...,Cinema,Singapore
670,522,Debit Card,5,Terrible experience...,Fitness Center,Italy
671,758,Debit Card,4,Excellent service!,ATM,Singapore
672,837,Debit Card,5,Excellent service!,Hotel,Spain
673,100,Debit Card,4,Excellent service!,Supermarket,New Zealand
674,802,PayPal,4,Terrible experience...,Bar,Singapore
675,180,PayPal,5,Average quality.,ATM,Sweden
676,223,PayPal,5,Average quality.,ATM,Switzerland
677,906,Debit Card,2,Excellent service!,Gas Station,France
678,762,Debit Card,5,Average quality.,ATM,Switzerland
679,659,Debit Card,2,Excellent service!,Cinema,United Kingdom
680,442,PayPal,2,Average quality.,Museum,Germany
681,608,Debit Card,2,Terrible experience...,Gas Station,Australia
682,769,Credit Card,4,Excellent service!,Supermarket,China
683,325,Credit Card,4,Average quality.,Bar,Canada
684,516,Debit Card,5,Terrible experience...,Museum,Spain
685,16,Credit Card,4,Average quality.,Bar,South Africa
686,792,Credit Card,5,Terrible experience...,Restaurant,France
687,336,PayPal,4,Terrible experience...,Restaurant,Japan
688,759,Debit Card,1,Average quality.,Supermarket,Sweden
689,258,Debit Card,1,Average quality.,Amusement Park,Netherlands
690,497,PayPal,5,Terrible experience...,Hotel,China
691,988,Credit Card,4,Terrible experience...,Amusement Park,Netherlands
692,896,Credit Card,4,Terrible experience...,Hotel,Netherlands
693,160,Debit Card,2,Excellent service!,Gas Station,Russia
694,475,Credit Card,3,Terrible experience...,Supermarket,United Kingdom
695,852,PayPal,5,Excellent service!,Hotel,France
696,664,PayPal,3,Terrible experience...,Restaurant,Spain
697,908,Debit Card,3,Excellent service!,Restaurant,Netherlands
698,690,PayPal,5,Terrible experience...,Retail Store,China
699,675,PayPal,4,Terrible experience...,Hotel,Brazil
700,380,Debit Card,5,Terrible experience...,Fitness Center,USA
701,545,PayPal,3,Average quality.,Supermarket,USA
702,929,PayPal,4,Average quality.,Museum,Germany
703,957,PayPal,1,Terrible experience...,Online,Netherlands
704,691,Credit Card,5,Excellent service!,Gas Station,Italy
705,427,Debit Card,5,Excellent service!,ATM,India
706,613,Debit Card,4,Terrible experience...,Fitness Center,Spain
707,268,Debit Card,1,Average quality.,ATM,South Africa
708,835,Credit Card,1,Excellent service!,Hotel,China
709,577,Credit Card,4,Average quality.,Museum,India
710,417,Debit Card,2,Excellent service!,Fitness Center,India
711,168,Credit Card,5,Terrible experience...,Amusement Park,Japan
712,842,Debit Card,5,Average quality.,Gas Station,Mexico
713,43,Credit Card,3,Excellent service!,Fitness Center,New Zealand
714,556,PayPal,4,Terrible experience...,Bar,Australia
715,285,PayPal,3,Terrible experience...,Museum,Australia
716,397,Debit Card,3,Terrible experience...,Cinema,Italy
717,12,Credit Card,1,Average quality.,ATM,India
718,607,Credit Card,5,Average quality.,Restaurant,India
719,302,PayPal,3,Terrible experience...,Gas Station,South Africa
720,898,PayPal,1,Average quality.,Fitness Center,China
721,253,Credit Card,4,Excellent service!,Amusement Park,New Zealand
722,499,Credit Card,3,Terrible experience...,Supermarket,Switzerland
723,754,Credit Card,5,Terrible experience...,Museum,United Kingdom
724,35,Credit Card,3,Average quality.,Amusement Park,India
725,727,Credit Card,4,Terrible experience...,Gas Station,France
726,849,Credit Card,3,Excellent service!,Bar,Netherlands
727,90,Debit Card,5,Average quality.,ATM,Sweden
728,776,Credit Card,1,Average quality.,Museum,New Zealand
729,605,PayPal,5,Terrible experience...,Restaurant,Germany
730,922,Debit Card,1,Terrible experience...,Online,India
731,970,Credit Card,2,Terrible experience...,Supermarket,Italy
732,602,PayPal,5,Average quality.,Museum,Mexico
733,418,Debit Card,5,Terrible experience...,Restaurant,United Kingdom
734,115,PayPal,4,Excellent service!,Bar,Switzerland
735,617,Credit Card,3,Terrible experience...,Cinema,France
736,903,Credit Card,1,Terrible experience...,Bar,Switzerland
737,196,Credit Card,1,Average quality.,Bar,Netherlands
738,826,Credit Card,4,Terrible experience...,Fitness Center,USA
739,501,Debit Card,4,Average quality.,ATM,Australia
740,626,Debit Card,3,Terrible experience...,Gas Station,Netherlands
741,493,PayPal,3,Excellent service!,Museum,Sweden
742,75,Credit Card,5,Excellent service!,Gas Station,Spain
743,413,PayPal,2,Average quality.,Museum,Russia
744,376,Debit Card,3,Average quality.,Restaurant,Switzerland
745,420,Credit Card,4,Terrible experience...,Cinema,Sweden
746,729,Credit Card,3,Terrible experience...,Fitness Center,Brazil
747,277,Debit Card,1,Excellent service!,Cinema,Japan
748,761,Debit Card,2,Terrible experience...,Amusement Park,Italy
749,676,Debit Card,5,Excellent service!,Fitness Center,Russia
750,394,Debit Card,1,Average quality.,Online,Canada
751,869,Debit Card,1,Terrible experience...,Bar,USA
752,457,Credit Card,2,Average quality.,Online,New Zealand
753,920,Debit Card,5,Terrible experience...,Retail Store,Switzerland
754,192,Credit Card,4,Excellent service!,Hotel,South Africa
755,739,Credit Card,5,Average quality.,Bar,Australia
756,689,Debit Card,3,Average quality.,Online,India
757,99,Debit Card,1,Terrible experience...,ATM,Spain
758,548,Credit Card,3,Average quality.,Hotel,Netherlands
759,978,Debit Card,4,Excellent service!,Cinema,Netherlands
760,999,Debit Card,3,Average quality.,Bar,Switzerland
761,96,Debit Card,5,Average quality.,Bar,Netherlands
762,664,PayPal,3,Terrible experience...,Cinema,China
763,663,Credit Card,4,Average quality.,Amusement Park,Spain
764,190,PayPal,4,Terrible experience...,ATM,United Kingdom
765,736,Debit Card,4,Terrible experience...,Bar,Canada
766,37,PayPal,5,Average quality.,Online,Russia
767,780,Debit Card,4,Excellent service!,Bar,India
768,369,PayPal,1,Terrible experience...,Hotel,Canada
769,695,Debit Card,4,Average quality.,Bar,South Africa
770,525,PayPal,3,Terrible experience...,Online,Japan
771,279,PayPal,3,Excellent service!,Supermarket,Russia
772,217,PayPal,3,Excellent service!,Hotel,Mexico
773,867,Credit Card,5,Terrible experience...,Museum,Russia
774,873,PayPal,3,Excellent service!,Restaurant,Italy
775,798,Credit Card,5,Average quality.,Restaurant,United Kingdom
776,273,Debit Card,5,Average quality.,Hotel,India
777,881,PayPal,4,Terrible experience...,Museum,Switzerland
778,62,Debit Card,1,Excellent service!,ATM,USA
779,596,Debit Card,4,Average quality.,Supermarket,Italy
780,880,PayPal,4,Average quality.,Hotel,Brazil
781,729,Credit Card,5,Average quality.,Online,South Africa
782,342,PayPal,5,Terrible experience...,Fitness Center,Netherlands
783,397,Debit Card,3,Terrible experience...,Retail Store,Canada
784,699,Debit Card,3,Average quality.,Fitness Center,France
785,19,PayPal,4,Average quality.,Gas Station,Switzerland
786,177,Credit Card,2,Excellent service!,Bar,Spain
787,612,Credit Card,2,Excellent service!,Museum,Germany
788,396,Debit Card,3,Excellent service!,Amusement Park,Singapore
789,445,Debit Card,2,Terrible experience...,Supermarket,Italy
790,233,Credit Card,3,Average quality.,Online,France
791,915,PayPal,5,Terrible experience...,Amusement Park,India
792,76,Debit Card,4,Average quality.,Restaurant,Australia
793,265,Credit Card,1,Excellent service!,Hotel,China
794,455,Debit Card,4,Excellent service!,Supermarket,Brazil
795,796,PayPal,3,Excellent service!,Fitness Center,India
796,718,Credit Card,3,Excellent service!,Cinema,Japan
797,735,Debit Card,4,Average quality.,Bar,Sweden
798,384,PayPal,3,Excellent service!,Gas Station,Germany
799,564,Debit Card,2,Average quality.,Museum,Australia
800,851,PayPal,2,Average quality.,Fitness Center,Netherlands
801,506,PayPal,3,Terrible experience...,Restaurant,India
802,367,Credit Card,3,Excellent service!,Hotel,Spain
803,144,PayPal,2,Excellent service!,Bar,Switzerland
804,885,Debit Card,3,Terrible experience...,Restaurant,Japan
805,69,PayPal,3,Average quality.,Cinema,Canada
806,99,PayPal,4,Excellent service!,Amusement Park,Japan
807,396,Credit Card,1,Average quality.,Fitness Center,South Africa
808,25,PayPal,2,Terrible experience...,Gas Station,Spain
809,948,PayPal,4,Average quality.,Gas Station,Singapore
810,891,Debit Card,1,Excellent service!,Bar,New Zealand
811,469,Credit Card,3,Average quality.,Online,Netherlands
812,484,Credit Card,3,Average quality.,Bar,USA
813,565,Credit Card,4,Excellent service!,Restaurant,Spain
814,151,PayPal,3,Excellent service!,Museum,New Zealand
815,144,Credit Card,5,Average quality.,Online,China
816,569,PayPal,4,Average quality.,Gas Station,Canada
817,39,PayPal,1,Terrible experience...,Retail Store,Mexico
818,109,Debit Card,4,Excellent service!,Gas Station,Russia
819,693,Debit Card,2,Average quality.,Bar,China
820,42,Debit Card,4,Excellent service!,Restaurant,Russia
821,186,Debit Card,3,Terrible experience...,Online,United Kingdom
822,935,Debit Card,3,Average quality.,Hotel,China
823,398,PayPal,5,Average quality.,Online,Sweden
824,223,PayPal,5,Average quality.,Cinema,Netherlands
825,634,Credit Card,5,Excellent service!,ATM,Germany
826,133,PayPal,1,Terrible experience...,Fitness Center,Germany
827,163,PayPal,5,Excellent service!,ATM,Mexico
828,215,Debit Card,1,Average quality.,Supermarket,Switzerland
829,733,PayPal,5,Terrible experience...,Amusement Park,Japan
830,235,Debit Card,1,Average quality.,Supermarket,Switzerland
831,843,Credit Card,4,Average quality.,Museum,New Zealand
832,658,Credit Card,4,Excellent service!,Museum,Australia
833,751,PayPal,3,Average quality.,Supermarket,Japan
834,588,Credit Card,1,Terrible experience...,Online,Russia
835,9,PayPal,2,Average quality.,Restaurant,Brazil
836,74,Credit Card,3,Average quality.,Fitness Center,South Africa
837,954,Debit Card,4,Excellent service!,Supermarket,United Kingdom
838,492,Debit Card,1,Terrible experience...,Bar,Switzerland
839,913,Debit Card,5,Excellent service!,Online,China
840,253,Debit Card,2,Average quality.,Restaurant,Brazil
841,230,PayPal,4,Excellent service!,ATM,France
842,519,Credit Card,3,Excellent service!,Retail Store,Italy
843,174,PayPal,1,Excellent service!,Museum,New Zealand
844,653,Debit Card,2,Excellent service!,Bar,Russia
845,168,PayPal,1,Average quality.,Hotel,China
846,170,Credit Card,5,Average quality.,Amusement Park,China
847,393,PayPal,3,Terrible experience...,Hotel,Germany
848,946,Credit Card,1,Excellent service!,Restaurant,United Kingdom
849,795,PayPal,4,Excellent service!,Fitness Center,Germany
850,634,Credit Card,3,Terrible experience...,Cinema,Canada
851,194,Credit Card,4,Excellent service!,Restaurant,Switzerland
852,517,Debit Card,1,Terrible experience...,Retail Store,Netherlands
853,29,Credit Card,3,Average quality.,ATM,Netherlands
854,165,Debit Card,4,Terrible experience...,Gas Station,Japan
855,422,Debit Card,5,Excellent service!,Restaurant,China
856,339,Debit Card,5,Terrible experience...,ATM,Mexico
857,648,PayPal,1,Average quality.,Fitness Center,USA
858,496,PayPal,3,Excellent service!,Hotel,New Zealand
859,365,PayPal,2,Average quality.,Restaurant,USA
860,833,PayPal,3,Average quality.,Restaurant,South Africa
861,342,Credit Card,5,Terrible experience...,Supermarket,United Kingdom
862,500,Credit Card,4,Average quality.,Hotel,New Zealand
863,657,PayPal,2,Excellent service!,Amusement Park,Netherlands
864,511,Credit Card,1,Average quality.,Amusement Park,Italy
865,327,Credit Card,2,Average quality.,Bar,Sweden
866,217,Debit Card,1,Terrible experience...,Cinema,New Zealand
867,301,Debit Card,2,Average quality.,Museum,Germany
868,132,Debit Card,1,Terrible experience...,Gas Station,Canada
869,804,Debit Card,1,Terrible experience...,Restaurant,Brazil
870,70,Credit Card,2,Excellent service!,Restaurant,Singapore
871,252,PayPal,2,Excellent service!,Bar,China
872,415,Credit Card,1,Excellent service!,Cinema,Brazil
873,787,Credit Card,5,Excellent service!,Hotel,Germany
874,445,Credit Card,2,Terrible experience...,Restaurant,China
875,876,Debit Card,3,Average quality.,ATM,Switzerland
876,182,Debit Card,4,Excellent service!,Online,Switzerland
877,167,Debit Card,1,Excellent service!,Museum,China
878,91,PayPal,1,Excellent service!,Cinema,Singapore
879,714,Credit Card,4,Average quality.,Restaurant,Russia
880,858,PayPal,5,Excellent service!,Cinema,Singapore
881,531,Debit Card,4,Average quality.,Amusement Park,France
882,39,PayPal,2,Terrible experience...,Fitness Center,Russia
883,126,Credit Card,4,Terrible experience...,Gas Station,Canada
884,451,Credit Card,1,Terrible experience...,Restaurant,United Kingdom
885,173,Debit Card,4,Average quality.,Gas Station,Spain
886,653,Debit Card,3,Excellent service!,Retail Store,Netherlands
887,754,PayPal,2,Excellent service!,Fitness Center,Brazil
888,220,Debit Card,4,Excellent service!,Online,United Kingdom
889,638,Debit Card,1,Excellent service!,Bar,Singapore
890,58,Credit Card,2,Excellent service!,Gas Station,Netherlands
891,660,Debit Card,1,Average quality.,Restaurant,Brazil
892,476,Debit Card,5,Terrible experience...,Supermarket,United Kingdom
893,456,Credit Card,3,Excellent service!,Bar,Netherlands
894,829,Credit Card,5,Terrible experience...,Museum,France
895,895,PayPal,3,Average quality.,Bar,Switzerland
896,361,Debit Card,4,Average quality.,Hotel,Brazil
897,935,Credit Card,2,Excellent service!,Gas Station,Mexico
898,1,PayPal,4,Average quality.,Supermarket,South Africa
899,387,PayPal,3,Terrible experience...,Gas Station,Brazil
900,973,Debit Card,3,Excellent service!,Hotel,Sweden
901,348,Debit Card,3,Excellent service!,Fitness Center,Switzerland
902,190,PayPal,1,Terrible experience...,Fitness Center,Italy
903,505,Credit Card,2,Excellent service!,Museum,Brazil
904,191,PayPal,4,Excellent service!,Online,South Africa
905,508,Debit Card,4,Terrible experience...,Restaurant,Brazil
906,369,Credit Card,5,Excellent service!,Amusement Park,India
907,409,Credit Card,3,Excellent service!,Fitness Center,Netherlands
908,824,PayPal,3,Terrible experience...,Amusement Park,Spain
909,929,Debit Card,3,Average quality.,Gas Station,Brazil
910,934,PayPal,4,Terrible experience...,Museum,South Africa
911,117,PayPal,5,Excellent service!,Hotel,France
912,134,PayPal,1,Terrible experience...,Cinema,France
913,58,Credit Card,2,Excellent service!,Restaurant,United Kingdom
914,556,Credit Card,1,Excellent service!,Gas Station,Canada
915,685,Debit Card,4,Terrible experience...,Cinema,South Africa
916,672,Debit Card,3,Excellent service!,Restaurant,France
917,173,PayPal,2,Average quality.,Cinema,Spain
918,829,PayPal,4,Excellent service!,Bar,New Zealand
919,815,PayPal,4,Terrible experience...,Gas Station,Singapore
920,149,Debit Card,4,Average quality.,Museum,Canada
921,80,Credit Card,2,Average quality.,Museum,Canada
922,886,Credit Card,2,Excellent service!,Hotel,Russia
923,213,PayPal,5,Terrible experience...,Restaurant,United Kingdom
924,203,PayPal,5,Excellent service!,Amusement Park,Brazil
925,764,PayPal,1,Excellent service!,Gas Station,Italy
926,229,PayPal,2,Terrible experience...,Restaurant,Russia
927,676,Debit Card,2,Terrible experience...,Restaurant,Japan
928,227,Credit Card,2,Excellent service!,Museum,Japan
929,659,PayPal,5,Average quality.,Cinema,New Zealand
930,532,Debit Card,4,Excellent service!,Fitness Center,Australia
931,441,PayPal,3,Average quality.,Cinema,USA
932,402,PayPal,5,Excellent service!,Supermarket,France
933,47,Credit Card,2,Terrible experience...,Gas Station,Brazil
934,233,PayPal,5,Average quality.,Retail Store,United Kingdom
935,305,Credit Card,1,Terrible experience...,ATM,Germany
936,526,Credit Card,2,Terrible experience...,Retail Store,Sweden
937,143,Credit Card,1,Terrible experience...,Restaurant,Brazil
938,415,Debit Card,2,Terrible experience...,Supermarket,Russia
939,513,Debit Card,5,Terrible experience...,Museum,Canada
940,373,Credit Card,4,Excellent service!,Restaurant,Australia
941,566,PayPal,3,Average quality.,Retail Store,France
942,886,Credit Card,1,Excellent service!,Fitness Center,United Kingdom
943,259,PayPal,5,Excellent service!,Restaurant,South Africa
944,656,Credit Card,4,Excellent service!,Cinema,New Zealand
945,471,PayPal,5,Terrible experience...,Gas Station,China
946,953,Debit Card,1,Excellent service!,Fitness Center,Brazil
947,971,PayPal,3,Average quality.,Amusement Park,Netherlands
948,12,Credit Card,5,Excellent service!,Retail Store,India
949,330,Debit Card,2,Terrible experience...,ATM,New Zealand
950,736,PayPal,4,Average quality.,ATM,New Zealand
951,784,PayPal,5,Average quality.,Cinema,Russia
952,968,PayPal,4,Average quality.,Gas Station,Russia
953,358,PayPal,2,Average quality.,Online,Russia
954,972,PayPal,3,Excellent service!,Online,Japan
955,408,Debit Card,3,Terrible experience...,Hotel,Japan
956,668,Debit Card,2,Average quality.,Hotel,China
957,373,Debit Card,4,Average quality.,Retail Store,China
958,8,Debit Card,5,Terrible experience...,Cinema,New Zealand
959,122,Credit Card,2,Excellent service!,Cinema,Russia
960,348,Debit Card,1,Average quality.,Restaurant,USA
961,676,PayPal,4,Excellent service!,ATM,Singapore
962,90,PayPal,3,Excellent service!,ATM,Switzerland
963,648,Debit Card,2,Excellent service!,Fitness Center,Singapore
964,698,PayPal,3,Excellent service!,ATM,Singapore
965,316,Debit Card,4,Average quality.,Supermarket,Canada
966,178,PayPal,3,Average quality.,Gas Station,South Africa
967,540,Credit Card,2,Excellent service!,Bar,USA
968,732,Credit Card,4,Excellent service!,Museum,USA
969,869,Debit Card,1,Terrible experience...,Museum,Japan
970,41,Debit Card,2,Terrible experience...,Museum,Brazil
971,740,Debit Card,5,Terrible experience...,Restaurant,Netherlands
972,704,PayPal,2,Average quality.,Online,United Kingdom
973,923,Debit Card,4,Terrible experience...,Cinema,Germany
974,502,Credit Card,2,Average quality.,Online,Canada
975,959,PayPal,1,Average quality.,Supermarket,Mexico
976,145,Debit Card,1,Average quality.,Online,New Zealand
977,201,PayPal,5,Average quality.,ATM,Sweden
978,929,PayPal,3,Terrible experience...,Amusement Park,Spain
979,724,Debit Card,4,Excellent service!,Restaurant,Mexico
980,461,PayPal,4,Excellent service!,Amusement Park,Switzerland
981,732,Credit Card,3,Excellent service!,Hotel,Sweden
982,752,Credit Card,1,Terrible experience...,Amusement Park,France
983,925,PayPal,1,Excellent service!,Bar,Germany
984,909,Debit Card,2,Terrible experience...,Fitness Center,Spain
